,open,close,high,low,volume,money
2020-01-02,3930.0,3930.0,3930.0,3930.0,0.0,0.0
2020-01-03,3935.0,3935.0,3935.0,3935.0,1.0,39400.0
2020-01-06,3926.0,3941.0,3941.0,3896.0,6.0,235700.0
2020-01-07,3947.0,3973.0,3973.0,3947.0,2.0,79200.0
2020-01-08,3973.0,3975.0,3973.0,3973.0,0.0,0.0
2020-01-09,4003.0,4036.0,4036.0,4003.0,2.0,80400.0
2020-01-10,4049.0,4100.0,4100.0,4049.0,15.0,614000.0
2020-01-13,4100.0,4093.0,4100.0,4100.0,0.0,0.0
2020-01-14,4093.0,4093.0,4093.0,4093.0,0.0,0.0
2020-01-15,4100.0,4100.0,4100.0,4100.0,1.0,41000.0
2020-01-16,4097.0,4106.0,4106.0,4097.0,2.0,82000.0
2020-01-17,4101.0,4100.0,4105.0,4100.0,13.0,533200.0
2020-01-20,4097.0,4092.0,4097.0,4082.0,5.0,204400.0
2020-01-21,4070.0,4031.0,4070.0,4031.0,3.0,121700.0
2020-01-22,4031.0,4043.0,4031.0,4031.0,0.0,0.0
2020-01-23,4043.0,4043.0,4043.0,4043.0,0.0,0.0
2020-02-03,4040.0,3980.0,4040.0,3966.0,7.0,279500.0
2020-02-04,4048.0,4048.0,4048.0,4048.0,1.0,40500.0
2020-02-05,4030.0,4024.0,4030.0,4024.0,3.0,120800.0
2020-02-06,4074.0,4074.0,4074.0,4074.0,1.0,40700.0
2020-02-07,4053.0,4070.0,4070.0,4053.0,2.0,81200.0
2020-02-10,4080.0,4154.0,4161.0,4080.0,7.0,289800.0
2020-02-11,4127.0,4140.0,4140.0,4127.0,2.0,82700.0
2020-02-12,4140.0,4133.0,4140.0,4140.0,0.0,0.0
2020-02-13,4167.0,4140.0,4190.0,4140.0,5.0,208400.0
2020-02-14,4140.0,4151.0,4140.0,4140.0,0.0,0.0
2020-02-17,4102.0,4197.0,4199.0,4102.0,45.0,1880000.0
2020-02-18,4179.0,4189.0,4191.0,4172.0,4.0,167300.0
2020-02-19,4179.0,4161.0,4185.0,4155.0,22.0,917600.0
2020-02-20,4155.0,4135.0,4155.0,4118.0,15.0,619500.0
2020-02-21,4122.0,4121.0,4140.0,4113.0,9.0,371100.0
2020-02-24,4140.0,4118.0,4153.0,4118.0,6.0,247800.0
2020-02-25,4109.0,4134.0,4134.0,4109.0,2.0,82400.0
2020-02-26,4162.0,4160.0,4162.0,4126.0,8.0,331800.0
2020-02-27,4158.0,4160.0,4179.0,4138.0,8.0,332700.0
2020-02-28,4175.0,4094.0,4175.0,4094.0,22.0,914800.0
2020-03-02,4108.0,4161.0,4175.0,4108.0,33.0,1366800.0
2020-03-03,4219.0,4186.0,4220.0,4155.0,151.0,6310700.0
2020-03-04,4180.0,4169.0,4203.0,4152.0,83.0,3463700.0
2020-03-05,4222.0,4238.0,4238.0,4164.0,56.0,2360300.0
2020-03-06,4208.0,4205.0,4219.0,4201.0,23.0,968000.0
2020-03-09,4180.0,4143.0,4183.0,4082.0,43.0,1776100.0
2020-03-10,4151.0,4177.0,4185.0,4151.0,16.0,667500.0
2020-03-11,4167.0,4172.0,4178.0,4156.0,17.0,708400.0
2020-03-12,4135.0,4142.0,4164.0,4120.0,19.0,786400.0
2020-03-13,4120.0,4147.0,4168.0,4055.0,89.0,3664700.0
2020-03-16,4205.0,4198.0,4205.0,4184.0,45.0,1889300.0
2020-03-17,4173.0,4217.0,4225.0,4166.0,26.0,1091890.0
2020-03-18,4238.0,4254.0,4259.0,4217.0,29.0,1230510.0
2020-03-19,4360.0,4303.0,4360.0,4225.0,63.0,2702420.0
2020-03-20,4302.0,4234.0,4302.0,4198.0,40.0,1703750.0
2020-03-23,4266.0,4248.0,4266.0,4215.0,91.0,3866270.0
2020-03-24,4255.0,4295.0,4307.0,4250.0,21.0,897340.0
2020-03-25,4339.0,4353.0,4353.0,4326.0,20.0,868370.0
2020-03-26,4355.0,4400.0,4420.0,4355.0,66.0,2899840.0
2020-03-27,4548.0,4500.0,4610.0,4444.0,175.0,7982400.0
2020-03-30,4656.0,4656.0,4699.0,4625.0,106.0,4942550.0
2020-03-31,4715.0,4694.0,4729.0,4638.0,96.0,4486370.0
2020-04-01,4693.0,4700.0,4757.0,4645.0,33.0,1541670.0
2020-04-02,4636.0,4718.0,4781.0,4636.0,219.0,10339570.0
2020-04-03,4732.0,4730.0,4774.0,4692.0,149.0,7048040.0
2020-04-07,4704.0,4611.0,4783.0,4601.0,323.0,15041320.0
2020-04-08,4711.0,4672.0,4711.0,4608.0,66.0,3056140.0
2020-04-09,4653.0,4728.0,4729.0,4653.0,134.0,6300240.0
2020-04-10,4776.0,4708.0,4776.0,4664.0,84.0,3960520.0
2020-04-13,4766.0,4722.0,4874.0,4721.0,278.0,13291540.0
2020-04-14,4722.0,4780.0,4807.0,4705.0,149.0,7087310.0
2020-04-15,4800.0,4934.0,4959.0,4800.0,230.0,11266020.0
2020-04-16,4955.0,4902.0,4975.0,4878.0,310.0,15284380.0
2020-04-17,4835.0,4896.0,4947.0,4835.0,122.0,5970360.0
2020-04-20,4727.0,4891.0,4974.0,4727.0,114.0,5587840.0
2020-04-21,4887.0,4945.0,4962.0,4887.0,269.0,13251780.0
2020-04-22,4960.0,4970.0,4995.0,4912.0,129.0,6382070.0
2020-04-23,4980.0,4967.0,4987.0,4958.0,94.0,4672010.0
2020-04-24,4970.0,5010.0,5012.0,4960.0,197.0,9834030.0
2020-04-27,5078.0,5019.0,5078.0,4985.0,162.0,8129580.0
2020-04-28,5019.0,5010.0,5049.0,5007.0,122.0,6122160.0
2020-04-29,4971.0,4978.0,5015.0,4958.0,209.0,10411420.0
2020-04-30,5047.0,4986.0,5047.0,4873.0,480.0,23699050.0
2020-05-06,4922.0,5010.0,5028.0,4921.0,302.0,15032870.0
2020-05-07,5039.0,5030.0,5039.0,5000.0,361.0,18133920.0
2020-05-08,5028.0,5049.0,5053.0,5017.0,177.0,8925930.0
2020-05-11,5049.0,5045.0,5097.0,5020.0,576.0,29011960.0
2020-05-12,5019.0,5057.0,5066.0,5019.0,238.0,12008960.0
2020-05-13,5063.0,5066.0,5070.0,5046.0,270.0,13659340.0
2020-05-14,5063.0,5018.0,5063.0,5003.0,557.0,28021180.0
2020-05-15,5068.0,5015.0,5068.0,4992.0,488.0,24454630.0
2020-05-18,5018.0,5019.0,5040.0,5000.0,514.0,25783410.0
2020-05-19,5003.0,4993.0,5029.0,4992.0,237.0,11871940.0
2020-05-20,5000.0,4901.0,5000.0,4875.0,1165.0,57148450.0
2020-05-21,4878.0,5003.0,5020.0,4878.0,1052.0,52361500.0
2020-05-22,5003.0,5034.0,5039.0,4994.0,338.0,16982010.0
2020-05-25,5044.0,5036.0,5048.0,5011.0,187.0,9417820.0
2020-05-26,5046.0,4991.0,5050.0,4970.0,287.0,14364870.0
2020-05-27,5000.0,5038.0,5038.0,4985.0,291.0,14608620.0
2020-05-28,5017.0,5023.0,5047.0,5010.0,171.0,8598520.0
2020-05-29,5001.0,5016.0,5030.0,4986.0,198.0,9921680.0
2020-06-01,5017.0,5021.0,5045.0,4997.0,121.0,6071900.0
2020-06-02,4992.0,5012.0,5023.0,4992.0,74.0,3706570.0
2020-06-03,5009.0,5015.0,5045.0,5009.0,301.0,15108230.0
2020-06-04,5031.0,5041.0,5088.0,5012.0,87.0,4378830.0
2020-06-05,5034.0,5008.0,5058.0,5008.0,240.0,12065970.0
2020-06-08,5008.0,5039.0,5050.0,4996.0,183.0,9188210.0
2020-06-09,5045.0,5034.0,5045.0,5020.0,97.0,4876860.0
2020-06-10,5046.0,5058.0,5076.0,5038.0,188.0,9502540.0
2020-06-11,5069.0,5066.0,5070.0,5040.0,91.0,4602640.0
2020-06-12,5062.0,5175.0,5193.0,5062.0,304.0,15567950.0
2020-06-15,5213.0,5244.0,5250.0,5177.0,87.0,4544840.0
2020-06-16,5214.0,5365.0,5407.0,5214.0,597.0,31903820.0
2020-06-17,5369.0,5322.0,5369.0,5322.0,99.0,5282540.0
2020-06-18,5331.0,5340.0,5340.0,5302.0,112.0,5969230.0
2020-06-19,5403.0,5324.0,5403.0,5324.0,136.0,7281480.0
2020-06-22,5337.0,5372.0,5376.0,5321.0,258.0,13816030.0
2020-06-23,5391.0,5351.0,5399.0,5341.0,168.0,8993730.0
2020-06-24,5348.0,5350.0,5357.0,5332.0,181.0,9683710.0
2020-06-29,5418.0,5438.0,5438.0,5352.0,81.0,4362160.0
2020-06-30,5451.0,5815.0,5815.0,5414.0,233.0,13150240.0
2020-07-01,6160.0,5758.0,6263.0,5758.0,324.0,19838490.0
2020-07-02,5650.0,5633.0,5719.0,5633.0,19.0,1072750.0
2020-07-03,5600.0,5600.0,5600.0,5600.0,1.0,56000.0
2020-07-06,5599.0,6030.0,6030.0,5599.0,7.0,408880.0
2020-07-07,6030.0,5841.0,6030.0,6030.0,0.0,0.0
2020-07-08,6306.0,5800.0,6307.0,5387.0,22.0,1282820.0
2020-07-09,5503.0,5500.0,5503.0,5386.0,308.0,16640540.0
2020-07-10,5500.0,5402.0,5500.0,5500.0,0.0,0.0
2020-07-13,5402.0,5402.0,5402.0,5402.0,0.0,0.0
2020-07-14,5699.0,5700.0,5700.0,5699.0,8.0,455970.0
2020-07-15,,,,,,
2020-07-16,,,,,,
2020-07-17,,,,,,
2020-07-20,,,,,,
2020-07-21,,,,,,
2020-07-22,,,,,,
2020-07-23,,,,,,
2020-07-24,,,,,,
2020-07-27,,,,,,
2020-07-28,,,,,,
2020-07-29,,,,,,
2020-07-30,,,,,,
2020-07-31,,,,,,
2020-08-03,,,,,,
2020-08-04,,,,,,
2020-08-05,,,,,,
2020-08-06,,,,,,
2020-08-07,,,,,,
2020-08-10,,,,,,
2020-08-11,,,,,,
2020-08-12,,,,,,
2020-08-13,,,,,,
2020-08-14,,,,,,
