,open,close,high,low,volume,money
2020-01-02,3787.0,3795.0,3787.0,3787.0,0.0,0.0
2020-01-03,3799.0,3799.0,3800.0,3799.0,11.0,418000.0
2020-01-06,3798.0,3800.0,3800.0,3798.0,15.0,570000.0
2020-01-07,3798.0,3805.0,3826.0,3798.0,51.0,1942900.0
2020-01-08,3777.0,3800.0,3805.0,3777.0,7.0,265900.0
2020-01-09,3809.0,3840.0,3840.0,3809.0,36.0,1378000.0
2020-01-10,3825.0,3876.0,3886.0,3819.0,170.0,6559500.0
2020-01-13,3868.0,3853.0,3889.0,3845.0,116.0,4494700.0
2020-01-14,3834.0,3863.0,3870.0,3834.0,43.0,1659700.0
2020-01-15,3884.0,3866.0,3884.0,3843.0,21.0,810700.0
2020-01-16,3866.0,3832.0,3866.0,3820.0,21.0,805600.0
2020-01-17,3823.0,3850.0,3850.0,3812.0,14.0,535400.0
2020-01-20,3822.0,3830.0,3838.0,3821.0,17.0,650900.0
2020-01-21,3834.0,3818.0,3839.0,3818.0,11.0,421500.0
2020-01-22,3806.0,3829.0,3830.0,3804.0,20.0,763700.0
2020-01-23,3838.0,3810.0,3838.0,3810.0,4.0,152700.0
2020-02-03,3754.0,3774.0,3790.0,3754.0,8.0,302400.0
2020-02-04,3849.0,3830.0,3850.0,3830.0,4.0,153800.0
2020-02-05,3854.0,3839.0,3854.0,3821.0,4.0,153400.0
2020-02-06,3830.0,3845.0,3845.0,3830.0,7.0,268800.0
2020-02-07,3874.0,3864.0,3875.0,3846.0,11.0,424400.0
2020-02-10,3883.0,3916.0,3960.0,3870.0,42.0,1640200.0
2020-02-11,3938.0,3925.0,3938.0,3925.0,4.0,157300.0
2020-02-12,3926.0,3900.0,3936.0,3886.0,12.0,470400.0
2020-02-13,3940.0,3961.0,3993.0,3925.0,70.0,2773300.0
2020-02-14,3960.0,3958.0,3960.0,3950.0,4.0,158200.0
2020-02-17,3970.0,3973.0,3981.0,3961.0,14.0,555800.0
2020-02-18,3975.0,3970.0,3985.0,3967.0,10.0,397200.0
2020-02-19,3975.0,3989.0,4002.0,3975.0,11.0,438900.0
2020-02-20,4016.0,3980.0,4016.0,3972.0,32.0,1277900.0
2020-02-21,3967.0,3990.0,3990.0,3967.0,9.0,358600.0
2020-02-24,3978.0,3980.0,3980.0,3978.0,3.0,119400.0
2020-02-25,3980.0,3979.0,3980.0,3980.0,0.0,0.0
2020-02-26,3994.0,4002.0,4002.0,3994.0,5.0,199900.0
2020-02-27,4008.0,4005.0,4009.0,4003.0,9.0,360700.0
2020-02-28,4010.0,3946.0,4010.0,3946.0,15.0,599400.0
2020-03-02,3954.0,3990.0,3990.0,3954.0,9.0,358500.0
2020-03-03,4010.0,3985.0,4010.0,3985.0,3.0,119800.0
