,display_name,name,start_date,end_date,type
BU1906.XSGE,石油沥青1906,bu1906,2017-06-16,2019-06-17,futures
BU1907.XSGE,石油沥青1907,bu1907,2019-01-16,2019-07-15,futures
BU1908.XSGE,石油沥青1908,bu1908,2019-02-18,2019-08-15,futures
BU1909.XSGE,石油沥青1909,bu1909,2017-09-18,2019-09-16,futures
BU1910.XSGE,石油沥青1910,bu1910,2019-04-16,2019-10-15,futures
BU1911.XSGE,石油沥青1911,bu1911,2019-05-16,2019-11-15,futures
BU1912.XSGE,石油沥青1912,bu1912,2017-12-18,2019-12-16,futures
BU2001.XSGE,石油沥青2001,bu2001,2019-07-16,2020-01-15,futures
BU2002.XSGE,石油沥青2002,bu2002,2019-08-16,2020-02-17,futures
BU2003.XSGE,石油沥青2003,bu2003,2018-03-16,2020-03-16,futures
BU2004.XSGE,石油沥青2004,bu2004,2019-10-16,2020-04-15,futures
BU2005.XSGE,石油沥青2005,bu2005,2019-11-18,2020-05-15,futures
BU2006.XSGE,石油沥青2006,bu2006,2018-06-19,2020-06-15,futures
BU2007.XSGE,石油沥青2007,bu2007,2020-01-16,2020-07-15,futures
BU2008.XSGE,石油沥青2008,bu2008,2020-02-18,2020-08-17,futures
BU2009.XSGE,石油沥青2009,bu2009,2018-09-18,2020-09-15,futures
BU2010.XSGE,石油沥青2010,bu2010,2020-04-16,2020-10-15,futures
BU2011.XSGE,石油沥青2011,bu2011,2020-05-18,2020-11-16,futures
BU2012.XSGE,石油沥青2012,bu2012,2018-12-18,2020-12-15,futures
BU2101.XSGE,石油沥青2101,bu2101,2020-07-16,2021-01-15,futures
BU2102.XSGE,石油沥青2102,bu2102,2020-08-18,2021-02-05,futures
BU2103.XSGE,石油沥青2103,bu2103,2019-03-18,2021-03-15,futures
BU2104.XSGE,石油沥青2104,bu2104,2020-10-16,2021-04-15,futures
BU2105.XSGE,石油沥青2105,bu2105,2020-11-17,2021-05-17,futures
BU2106.XSGE,石油沥青2106,bu2106,2019-06-18,2021-06-15,futures
BU2107.XSGE,石油沥青2107,bu2107,2021-01-18,2021-07-15,futures
BU2108.XSGE,石油沥青2108,bu2108,2021-02-08,2021-08-16,futures
BU2109.XSGE,石油沥青2109,bu2109,2019-09-17,2021-09-15,futures
BU2110.XSGE,石油沥青2110,bu2110,2021-04-16,2021-10-15,futures
BU2111.XSGE,石油沥青2111,bu2111,2021-05-18,2021-11-15,futures
BU2112.XSGE,石油沥青2112,bu2112,2019-12-17,2021-12-15,futures
BU2201.XSGE,石油沥青2201,bu2201,2021-07-16,2022-01-17,futures
BU2202.XSGE,石油沥青2202,bu2202,2021-08-17,2022-02-15,futures
BU2203.XSGE,石油沥青2203,bu2203,2020-03-17,2022-03-15,futures
BU2204.XSGE,石油沥青2204,bu2204,2021-10-18,2022-04-15,futures
BU2205.XSGE,石油沥青2205,bu2205,2021-11-16,2022-05-16,futures
BU2206.XSGE,石油沥青2206,bu2206,2020-06-16,2022-06-15,futures
BU2207.XSGE,石油沥青2207,bu2207,2022-01-18,2022-07-15,futures
BU2208.XSGE,石油沥青2208,bu2208,2022-02-16,2022-08-15,futures
BU2209.XSGE,石油沥青2209,bu2209,2020-09-16,2022-09-15,futures
BU2210.XSGE,石油沥青2210,bu2210,2022-03-16,2022-10-17,futures
BU2211.XSGE,石油沥青2211,bu2211,2022-03-16,2022-11-15,futures
BU2212.XSGE,石油沥青2212,bu2212,2020-12-16,2022-12-15,futures
BU2301.XSGE,石油沥青2301,bu2301,2022-03-16,2023-01-16,futures
BU2302.XSGE,石油沥青2302,bu2302,2022-03-16,2023-02-15,futures
BU2303.XSGE,石油沥青2303,bu2303,2021-03-16,2023-03-15,futures
BU2304.XSGE,石油沥青2304,bu2304,2022-04-18,2023-04-17,futures
BU2305.XSGE,石油沥青2305,bu2305,2022-05-17,2023-05-15,futures
BU2306.XSGE,石油沥青2306,bu2306,2021-06-16,2023-06-15,futures
BU2307.XSGE,石油沥青2307,bu2307,2022-07-18,2023-07-17,futures
BU2308.XSGE,石油沥青2308,bu2308,2022-08-16,2023-08-15,futures
BU2309.XSGE,石油沥青2309,bu2309,2021-09-16,2023-09-15,futures
BU2310.XSGE,石油沥青2310,bu2310,2022-10-18,2023-10-16,futures
BU2311.XSGE,石油沥青2311,bu2311,2022-11-16,2023-11-15,futures
BU2312.XSGE,石油沥青2312,bu2312,2021-12-16,2023-12-15,futures
BU2401.XSGE,石油沥青2401,bu2401,2023-01-17,2024-01-15,futures
BU2402.XSGE,石油沥青2402,bu2402,2023-02-16,2024-02-19,futures
BU2403.XSGE,石油沥青2403,bu2403,2022-03-16,2024-03-15,futures
BU2404.XSGE,石油沥青2404,bu2404,2023-04-18,2024-04-15,futures
BU2405.XSGE,石油沥青2405,bu2405,2023-05-16,2024-05-15,futures
BU2406.XSGE,石油沥青2406,bu2406,2022-06-16,2024-06-17,futures
BU2407.XSGE,石油沥青2407,bu2407,2023-07-18,2024-07-15,futures
BU2408.XSGE,石油沥青2408,bu2408,2023-08-16,2024-08-15,futures
BU2409.XSGE,石油沥青2409,bu2409,2022-09-16,2024-09-18,futures
BU2410.XSGE,石油沥青2410,bu2410,2023-10-17,2024-10-15,futures
BU2411.XSGE,石油沥青2411,bu2411,2023-11-16,2024-11-15,futures
BU2412.XSGE,石油沥青2412,bu2412,2022-12-16,2024-12-16,futures
BU2501.XSGE,石油沥青2501,bu2501,2024-01-16,2025-01-15,futures
BU2502.XSGE,石油沥青2502,bu2502,2024-02-20,2025-02-17,futures
BU2503.XSGE,石油沥青2503,bu2503,2023-03-16,2025-03-17,futures
BU2504.XSGE,石油沥青2504,bu2504,2024-04-16,2025-04-15,futures
BU2505.XSGE,石油沥青2505,bu2505,2024-05-16,2025-05-15,futures
BU2506.XSGE,石油沥青2506,bu2506,2023-06-16,2025-06-16,futures
BU2507.XSGE,石油沥青2507,bu2507,2024-07-16,2025-07-15,futures
BU2509.XSGE,石油沥青2509,bu2509,2023-09-18,2025-09-15,futures
BU2512.XSGE,石油沥青2512,bu2512,2023-12-18,2025-12-15,futures
BU2603.XSGE,石油沥青2603,bu2603,2024-03-18,2026-03-16,futures
BU2606.XSGE,石油沥青2606,bu2606,2024-06-18,2026-06-15,futures
BU8888.XSGE,石油沥青期货指数,BU8888,2013-10-09,2030-01-01,futures
BU9999.XSGE,石油沥青主力合约,BU9999,2013-10-09,2030-01-01,futures
C0501.XDCE,玉米0501,c0501,2004-09-22,2005-01-17,futures
C0503.XDCE,玉米0503,c0503,2004-09-22,2005-03-14,futures
C0505.XDCE,玉米0505,c0505,2004-09-22,2005-05-20,futures
C0507.XDCE,玉米0507,c0507,2004-09-22,2005-07-14,futures
C0509.XDCE,玉米0509,c0509,2004-09-22,2005-09-14,futures
C0511.XDCE,玉米0511,c0511,2004-09-22,2005-11-14,futures
C0601.XDCE,玉米0601,c0601,2005-01-18,2006-01-17,futures
C0603.XDCE,玉米0603,c0603,2005-03-15,2006-03-14,futures
C0605.XDCE,玉米0605,c0605,2005-05-23,2006-05-19,futures
C0607.XDCE,玉米0607,c0607,2005-07-15,2006-07-14,futures
C0609.XDCE,玉米0609,c0609,2005-09-15,2006-09-14,futures
C0611.XDCE,玉米0611,c0611,2005-11-15,2006-11-14,futures
C0701.XDCE,玉米0701,c0701,2006-01-18,2007-01-17,futures
C0703.XDCE,玉米0703,c0703,2006-03-15,2007-03-14,futures
C0705.XDCE,玉米0705,c0705,2006-05-22,2007-05-21,futures
C0707.XDCE,玉米0707,c0707,2006-07-17,2007-07-13,futures
C0709.XDCE,玉米0709,c0709,2006-09-15,2007-09-14,futures
C0711.XDCE,玉米0711,c0711,2006-11-15,2007-11-14,futures
C0801.XDCE,玉米0801,c0801,2007-01-18,2008-01-15,futures
C0803.XDCE,玉米0803,c0803,2007-03-15,2008-03-14,futures
C0805.XDCE,玉米0805,c0805,2007-05-22,2008-05-16,futures
C0807.XDCE,玉米0807,c0807,2007-07-16,2008-07-14,futures
C0809.XDCE,玉米0809,c0809,2007-09-17,2008-09-12,futures
C0811.XDCE,玉米0811,c0811,2007-11-15,2008-11-14,futures
C0901.XDCE,玉米0901,c0901,2008-01-16,2009-01-16,futures
C0903.XDCE,玉米0903,c0903,2008-03-17,2009-03-13,futures
C0905.XDCE,玉米0905,c0905,2008-05-19,2009-05-15,futures
C0907.XDCE,玉米0907,c0907,2008-07-15,2009-07-14,futures
C0909.XDCE,玉米0909,c0909,2008-09-16,2009-09-14,futures
C0911.XDCE,玉米0911,c0911,2008-11-17,2009-11-13,futures
C1001.XDCE,玉米1001,c1001,2009-01-19,2010-01-15,futures
C1003.XDCE,玉米1003,c1003,2009-03-16,2010-03-12,futures
C1005.XDCE,玉米1005,c1005,2009-05-18,2010-05-17,futures
C1007.XDCE,玉米1007,c1007,2009-07-15,2010-07-14,futures
C1009.XDCE,玉米1009,c1009,2009-09-15,2010-09-14,futures
C1011.XDCE,玉米1011,c1011,2009-11-16,2010-11-12,futures
C1101.XDCE,玉米1101,c1101,2010-01-18,2011-01-17,futures
C1103.XDCE,玉米1103,c1103,2010-03-15,2011-03-14,futures
C1105.XDCE,玉米1105,c1105,2010-05-18,2011-05-16,futures
C1107.XDCE,玉米1107,c1107,2010-07-15,2011-07-14,futures
C1109.XDCE,玉米1109,c1109,2010-09-15,2011-09-15,futures
C1111.XDCE,玉米1111,c1111,2010-11-15,2011-11-14,futures
C1201.XDCE,玉米1201,c1201,2011-01-18,2012-01-17,futures
C1203.XDCE,玉米1203,c1203,2011-03-15,2012-03-14,futures
C1205.XDCE,玉米1205,c1205,2011-05-17,2012-05-15,futures
C1207.XDCE,玉米1207,c1207,2011-07-15,2012-07-13,futures
C1209.XDCE,玉米1209,c1209,2011-09-16,2012-09-14,futures
C1211.XDCE,玉米1211,c1211,2011-11-15,2012-11-14,futures
C1301.XDCE,玉米1301,c1301,2012-01-18,2013-01-17,futures
C1303.XDCE,玉米1303,c1303,2012-03-15,2013-03-14,futures
C1305.XDCE,玉米1305,c1305,2012-05-16,2013-05-15,futures
C1307.XDCE,玉米1307,c1307,2012-07-16,2013-07-12,futures
C1309.XDCE,玉米1309,c1309,2012-09-17,2013-09-13,futures
C1311.XDCE,玉米1311,c1311,2012-11-15,2013-11-14,futures
C1401.XDCE,玉米1401,c1401,2013-01-18,2014-01-15,futures
C1403.XDCE,玉米1403,c1403,2013-03-15,2014-03-14,futures
C1405.XDCE,玉米1405,c1405,2013-05-16,2014-05-16,futures
C1407.XDCE,玉米1407,c1407,2013-07-15,2014-07-14,futures
C1409.XDCE,玉米1409,c1409,2013-09-16,2014-09-15,futures
C1411.XDCE,玉米1411,c1411,2013-11-15,2014-11-14,futures
C1501.XDCE,玉米1501,c1501,2014-01-16,2015-01-16,futures
C1503.XDCE,玉米1503,c1503,2014-03-17,2015-03-13,futures
C1505.XDCE,玉米1505,c1505,2014-05-19,2015-05-15,futures
C1507.XDCE,玉米1507,c1507,2014-07-15,2015-07-14,futures
C1509.XDCE,玉米1509,c1509,2014-09-16,2015-09-16,futures
C1511.XDCE,玉米1511,c1511,2014-11-17,2015-11-13,futures
C1601.XDCE,玉米1601,c1601,2015-01-19,2016-01-15,futures
C1603.XDCE,玉米1603,c1603,2015-03-16,2016-03-14,futures
C1605.XDCE,玉米1605,c1605,2015-05-18,2016-05-16,futures
C1607.XDCE,玉米1607,c1607,2015-07-15,2016-07-14,futures
C1609.XDCE,玉米1609,c1609,2015-09-17,2016-09-14,futures
C1611.XDCE,玉米1611,c1611,2015-11-16,2016-11-14,futures
C1701.XDCE,玉米1701,c1701,2016-01-18,2017-01-16,futures
C1703.XDCE,玉米1703,c1703,2016-03-15,2017-03-14,futures
C1705.XDCE,玉米1705,c1705,2016-05-17,2017-05-15,futures
C1707.XDCE,玉米1707,c1707,2016-07-15,2017-07-14,futures
C1709.XDCE,玉米1709,c1709,2016-09-19,2017-09-14,futures
C1711.XDCE,玉米1711,c1711,2016-11-15,2017-11-14,futures
C1801.XDCE,玉米1801,c1801,2017-01-17,2018-01-15,futures
C1803.XDCE,玉米1803,c1803,2017-03-15,2018-03-14,futures
C1805.XDCE,玉米1805,c1805,2017-05-16,2018-05-15,futures
C1807.XDCE,玉米1807,c1807,2017-07-17,2018-07-13,futures
C1809.XDCE,玉米1809,c1809,2017-09-15,2018-09-14,futures
C1811.XDCE,玉米1811,c1811,2017-11-15,2018-11-14,futures
C1901.XDCE,玉米1901,c1901,2018-01-16,2019-01-15,futures
C1903.XDCE,玉米1903,c1903,2018-03-15,2019-03-14,futures
C1905.XDCE,玉米1905,c1905,2018-05-16,2019-05-17,futures
C1907.XDCE,玉米1907,c1907,2018-07-16,2019-07-12,futures
C1909.XDCE,玉米1909,c1909,2018-09-17,2019-09-16,futures
C1911.XDCE,玉米1911,c1911,2018-11-15,2019-11-14,futures
C2001.XDCE,玉米2001,c2001,2019-01-16,2020-01-15,futures
C2003.XDCE,玉米2003,c2003,2019-03-15,2020-03-13,futures
C2005.XDCE,玉米2005,c2005,2019-05-20,2020-05-19,futures
C2007.XDCE,玉米2007,c2007,2019-07-15,2020-07-14,futures
C2009.XDCE,玉米2009,c2009,2019-09-17,2020-09-14,futures
C2011.XDCE,玉米2011,c2011,2019-11-15,2020-11-13,futures
C2101.XDCE,玉米2101,c2101,2020-01-16,2021-01-15,futures
C2103.XDCE,玉米2103,c2103,2020-03-16,2021-03-12,futures
C2105.XDCE,玉米2105,c2105,2020-05-20,2021-05-19,futures
C2107.XDCE,玉米2107,c2107,2020-07-15,2021-07-14,futures
C2109.XDCE,玉米2109,c2109,2020-09-15,2021-09-14,futures
C2111.XDCE,玉米2111,c2111,2020-11-16,2021-11-12,futures
C2201.XDCE,玉米2201,c2201,2021-01-18,2022-01-17,futures
C2203.XDCE,玉米2203,c2203,2021-03-15,2022-03-14,futures
C2205.XDCE,玉米2205,c2205,2021-05-20,2022-05-18,futures
C2207.XDCE,玉米2207,c2207,2021-07-15,2022-07-14,futures
C2209.XDCE,玉米2209,c2209,2021-09-15,2022-09-15,futures
C2211.XDCE,玉米2211,c2211,2021-11-15,2022-11-14,futures
C2301.XDCE,玉米2301,c2301,2022-01-18,2023-01-16,futures
C2303.XDCE,玉米2303,c2303,2022-03-15,2023-03-14,futures
C2305.XDCE,玉米2305,c2305,2022-05-19,2023-05-17,futures
C2307.XDCE,玉米2307,c2307,2022-07-15,2023-07-14,futures
C2309.XDCE,玉米2309,c2309,2022-09-16,2023-09-14,futures
C2311.XDCE,玉米2311,c2311,2022-11-15,2023-11-14,futures
C2401.XDCE,玉米2401,c2401,2023-01-17,2024-01-15,futures
C2403.XDCE,玉米2403,c2403,2023-03-15,2024-03-14,futures
C2405.XDCE,玉米2405,c2405,2023-05-18,2024-05-17,futures
C2407.XDCE,玉米2407,c2407,2023-07-17,2024-07-12,futures
C2409.XDCE,玉米2409,c2409,2023-09-15,2024-09-13,futures
C2411.XDCE,玉米2411,c2411,2023-11-15,2024-11-14,futures
C2501.XDCE,玉米2501,c2501,2024-01-16,2025-01-15,futures
C2503.XDCE,玉米2503,c2503,2024-03-15,2025-03-14,futures
C2505.XDCE,玉米2505,c2505,2024-05-20,2025-05-19,futures
C2507.XDCE,玉米2507,c2507,2024-07-15,2025-07-14,futures
C8888.XDCE,玉米期货指数,C8888,2005-01-03,2030-01-01,futures
C9999.XDCE,玉米主力合约,C9999,2005-01-03,2030-01-01,futures
CF0501.XZCE,棉花0501,CF501,2004-06-01,2005-01-17,futures
CF0503.XZCE,棉花0503,CF503,2004-06-01,2005-03-14,futures
CF0504.XZCE,棉花0504,CF504,2004-06-01,2005-04-14,futures
CF0505.XZCE,棉花0505,CF505,2004-06-01,2005-05-20,futures
CF0506.XZCE,棉花0506,CF506,2004-07-01,2005-06-14,futures
CF0507.XZCE,棉花0507,CF507,2004-08-02,2005-07-14,futures
CF0508.XZCE,棉花0508,CF508,2004-09-01,2005-08-12,futures
CF0509.XZCE,棉花0509,CF509,2004-10-08,2005-09-14,futures
CF0510.XZCE,棉花0510,CF510,2004-11-01,2005-10-21,futures
CF0511.XZCE,棉花0511,CF511,2004-12-01,2005-11-14,futures
CF0512.XZCE,棉花0512,CF512,2005-01-04,2005-12-14,futures
CF0601.XZCE,棉花0601,CF601,2005-02-01,2006-01-17,futures
CF0603.XZCE,棉花0603,CF603,2005-04-01,2006-03-14,futures
CF0604.XZCE,棉花0604,CF604,2005-05-09,2006-04-14,futures
CF0605.XZCE,棉花0605,CF605,2005-06-01,2006-05-19,futures
CF0606.XZCE,棉花0606,CF606,2005-07-01,2006-06-14,futures
CF0607.XZCE,棉花0607,CF607,2005-08-01,2006-07-14,futures
CF0608.XZCE,棉花0608,CF608,2005-09-01,2006-08-14,futures
CF0609.XZCE,棉花0609,CF609,2005-10-10,2006-09-14,futures
CF0610.XZCE,棉花0610,CF610,2005-11-01,2006-10-20,futures
CF0611.XZCE,棉花0611,CF611,2005-12-01,2006-11-14,futures
CF0612.XZCE,棉花0612,CF612,2006-01-04,2006-12-14,futures
CF0701.XZCE,棉花0701,CF701,2006-02-06,2007-01-17,futures
CF0703.XZCE,棉花0703,CF703,2006-04-03,2007-03-14,futures
CF0704.XZCE,棉花0704,CF704,2006-05-08,2007-04-13,futures
CF0705.XZCE,棉花0705,CF705,2006-06-01,2007-05-21,futures
CF0707.XZCE,棉花0707,CF707,2006-07-17,2007-07-13,futures
CF0709.XZCE,棉花0709,CF709,2006-09-15,2007-09-14,futures
CF0711.XZCE,棉花0711,CF711,2006-11-15,2007-11-14,futures
CF0801.XZCE,棉花0801,CF801,2007-01-18,2008-01-15,futures
CF0803.XZCE,棉花0803,CF803,2007-03-15,2008-03-14,futures
CF0805.XZCE,棉花0805,CF805,2007-05-22,2008-05-16,futures
CF0807.XZCE,棉花0807,CF807,2007-07-16,2008-07-14,futures
CF0809.XZCE,棉花0809,CF809,2007-09-17,2008-09-12,futures
CF0811.XZCE,棉花0811,CF811,2007-11-15,2008-11-14,futures
CF0901.XZCE,棉花0901,CF901,2008-01-16,2009-01-16,futures
CF0903.XZCE,棉花0903,CF903,2008-03-17,2009-03-13,futures
CF0905.XZCE,棉花0905,CF905,2008-05-19,2009-05-15,futures
CF0907.XZCE,棉花0907,CF907,2008-07-15,2009-07-14,futures
CF0909.XZCE,棉花0909,CF909,2008-09-16,2009-09-14,futures
CF0911.XZCE,棉花0911,CF911,2008-11-17,2009-11-13,futures
CF1001.XZCE,棉花1001,CF001,2009-01-19,2010-01-15,futures
CF1003.XZCE,棉花1003,CF003,2009-03-16,2010-03-12,futures
CF1005.XZCE,棉花1005,CF005,2009-05-18,2010-05-17,futures
CF1007.XZCE,棉花1007,CF007,2009-07-15,2010-07-14,futures
CF1009.XZCE,棉花1009,CF009,2009-09-15,2010-09-14,futures
CF1011.XZCE,棉花1011,CF011,2009-11-16,2010-11-12,futures
CF1101.XZCE,棉花1101,CF101,2010-01-18,2011-01-17,futures
CF1103.XZCE,棉花1103,CF103,2010-03-15,2011-03-14,futures
CF1105.XZCE,棉花1105,CF105,2010-05-18,2011-05-16,futures
CF1107.XZCE,棉花1107,CF107,2010-07-15,2011-07-14,futures
CF1109.XZCE,棉花1109,CF109,2010-09-15,2011-09-15,futures
CF1111.XZCE,棉花1111,CF111,2010-11-15,2011-11-14,futures
CF1201.XZCE,棉花1201,CF201,2011-01-18,2012-01-17,futures
CF1203.XZCE,棉花1203,CF203,2011-03-15,2012-03-14,futures
CF1205.XZCE,棉花1205,CF205,2011-05-17,2012-05-15,futures
CF1207.XZCE,棉花1207,CF207,2011-07-15,2012-07-13,futures
CF1209.XZCE,棉花1209,CF209,2011-09-16,2012-09-14,futures
CF1211.XZCE,棉花1211,CF211,2011-11-15,2012-11-14,futures
CF1301.XZCE,棉花1301,CF301,2012-01-18,2013-01-17,futures
CF1303.XZCE,棉花1303,CF303,2012-03-15,2013-03-14,futures
CF1305.XZCE,棉花1305,CF305,2012-05-16,2013-05-15,futures
CF1307.XZCE,棉花1307,CF307,2012-07-16,2013-07-12,futures
CF1309.XZCE,棉花1309,CF309,2012-09-17,2013-09-13,futures
CF1311.XZCE,棉花1311,CF311,2012-12-25,2013-11-14,futures
CF1401.XZCE,棉花1401,CF401,2013-01-18,2014-01-15,futures
CF1403.XZCE,棉花1403,CF403,2013-03-15,2014-03-14,futures
CF1405.XZCE,棉花1405,CF405,2013-05-16,2014-05-16,futures
CF1407.XZCE,棉花1407,CF407,2013-07-15,2014-07-14,futures
CF1409.XZCE,棉花1409,CF409,2013-09-16,2014-09-15,futures
CF1411.XZCE,棉花1411,CF411,2013-11-15,2014-11-14,futures
CF1501.XZCE,棉花1501,CF501,2014-01-16,2015-01-16,futures
CF1503.XZCE,棉花1503,CF503,2014-03-17,2015-03-13,futures
CF1505.XZCE,棉花1505,CF505,2014-05-19,2015-05-15,futures
CF1507.XZCE,棉花1507,CF507,2014-07-15,2015-07-14,futures
CF1509.XZCE,棉花1509,CF509,2014-09-16,2015-09-16,futures
CF1511.XZCE,棉花1511,CF511,2014-11-17,2015-11-13,futures
CF1601.XZCE,棉花1601,CF601,2015-01-19,2016-01-15,futures
CF1603.XZCE,棉花1603,CF603,2015-03-16,2016-03-14,futures
CF1605.XZCE,棉花1605,CF605,2015-05-18,2016-05-16,futures
CF1607.XZCE,棉花1607,CF607,2015-07-15,2016-07-14,futures
CF1609.XZCE,棉花1609,CF609,2015-09-17,2016-09-14,futures
CF1611.XZCE,棉花1611,CF611,2015-11-16,2016-11-14,futures
CF1701.XZCE,棉花1701,CF701,2016-01-18,2017-01-16,futures
CF1703.XZCE,棉花1703,CF703,2016-03-15,2017-03-14,futures
CF1705.XZCE,棉花1705,CF705,2016-05-17,2017-05-15,futures
CF1707.XZCE,棉花1707,CF707,2016-07-15,2017-07-14,futures
CF1709.XZCE,棉花1709,CF709,2016-09-19,2017-09-14,futures
CF1711.XZCE,棉花1711,CF711,2016-11-15,2017-11-14,futures
CF1801.XZCE,棉花1801,CF801,2017-01-17,2018-01-15,futures
CF1803.XZCE,棉花1803,CF803,2017-03-15,2018-03-14,futures
CF1805.XZCE,棉花1805,CF805,2017-05-16,2018-05-15,futures
CF1807.XZCE,棉花1807,CF807,2017-07-17,2018-07-13,futures
CF1809.XZCE,棉花1809,CF809,2017-09-15,2018-09-14,futures
CF1811.XZCE,棉花1811,CF811,2017-11-15,2018-11-14,futures
CF1901.XZCE,棉花1901,CF901,2018-01-16,2019-01-15,futures
CF1903.XZCE,棉花1903,CF903,2018-03-15,2019-03-14,futures
CF1905.XZCE,棉花1905,CF905,2018-05-16,2019-05-17,futures
CF1907.XZCE,棉花1907,CF907,2018-07-16,2019-07-12,futures
CF1909.XZCE,棉花1909,CF909,2018-09-17,2019-09-16,futures
CF1911.XZCE,棉花1911,CF911,2018-11-15,2019-11-14,futures
CF2001.XZCE,棉花2001,CF001,2019-01-16,2020-01-15,futures
CF2003.XZCE,棉花2003,CF003,2019-03-15,2020-03-13,futures
CF2005.XZCE,棉花2005,CF005,2019-05-20,2020-05-19,futures
CF2007.XZCE,棉花2007,CF007,2019-07-15,2020-07-14,futures
CF2009.XZCE,棉花2009,CF009,2019-09-17,2020-09-14,futures
CF2011.XZCE,棉花2011,CF011,2019-11-15,2020-11-13,futures
CF2101.XZCE,棉花2101,CF101,2020-01-16,2021-01-15,futures
CF2103.XZCE,棉花2103,CF103,2020-03-16,2021-03-12,futures
CF2105.XZCE,棉花2105,CF105,2020-05-20,2021-05-19,futures
CF2107.XZCE,棉花2107,CF107,2020-07-15,2021-07-14,futures
CF2109.XZCE,棉花2109,CF109,2020-09-15,2021-09-14,futures
CF2111.XZCE,棉花2111,CF111,2020-11-16,2021-11-12,futures
CF2201.XZCE,棉花2201,CF201,2021-01-18,2022-01-17,futures
CF2203.XZCE,棉花2203,CF203,2021-03-15,2022-03-14,futures
CF2205.XZCE,棉花2205,CF205,2021-05-20,2022-05-18,futures
CF2207.XZCE,棉花2207,CF207,2021-07-15,2022-07-14,futures
CF2209.XZCE,棉花2209,CF209,2021-09-15,2022-09-15,futures
CF2211.XZCE,棉花2211,CF211,2021-11-15,2022-11-14,futures
CF2301.XZCE,棉花2301,CF301,2022-01-18,2023-01-16,futures
CF2303.XZCE,棉花2303,CF303,2022-03-15,2023-03-14,futures
CF2305.XZCE,棉花2305,CF305,2022-05-19,2023-05-17,futures
CF2307.XZCE,棉花2307,CF307,2022-07-15,2023-07-14,futures
CF2309.XZCE,棉花2309,CF309,2022-09-16,2023-09-14,futures
CF2311.XZCE,棉花2311,CF311,2022-11-15,2023-11-14,futures
CF2401.XZCE,棉花2401,CF401,2023-01-17,2024-01-15,futures
CF2403.XZCE,棉花2403,CF403,2023-03-15,2024-03-14,futures
CF2405.XZCE,棉花2405,CF405,2023-05-18,2024-05-17,futures
CF2407.XZCE,棉花2407,CF407,2023-07-17,2024-07-12,futures
CF2409.XZCE,棉花2409,CF409,2023-09-15,2024-09-13,futures
CF2411.XZCE,棉花2411,CF411,2023-11-15,2024-11-14,futures
CF2501.XZCE,棉花2501,CF501,2024-01-16,2025-01-14,futures
CF2503.XZCE,棉花2503,CF503,2024-03-15,2025-03-14,futures
CF2505.XZCE,棉花2505,CF505,2024-05-20,2025-05-14,futures
CF2507.XZCE,棉花2507,CF507,2024-07-15,2025-07-14,futures
CF8888.XZCE,棉花期货指数,CF8888,2005-01-03,2030-01-01,futures
CF9999.XZCE,棉花主力合约,CF9999,2005-01-03,2030-01-01,futures
CJ1912.XZCE,红枣1912,CJ912,2019-04-30,2019-12-13,futures
CJ2001.XZCE,红枣2001,CJ001,2019-04-30,2020-01-15,futures
CJ2003.XZCE,红枣2003,CJ003,2019-04-30,2020-03-13,futures
CJ2005.XZCE,红枣2005,CJ005,2019-04-30,2020-05-19,futures
CJ2007.XZCE,红枣2007,CJ007,2019-07-15,2020-07-14,futures
CJ2009.XZCE,红枣2009,CJ009,2019-09-17,2020-09-14,futures
CJ2012.XZCE,红枣2012,CJ012,2019-12-16,2020-12-14,futures
CJ2101.XZCE,红枣2101,CJ101,2020-01-16,2021-01-15,futures
CJ2103.XZCE,红枣2103,CJ103,2020-03-16,2021-03-12,futures
CJ2105.XZCE,红枣2105,CJ105,2020-05-20,2021-05-19,futures
CJ2107.XZCE,红枣2107,CJ107,2020-07-15,2021-07-14,futures
CJ2109.XZCE,红枣2109,CJ109,2020-09-15,2021-09-14,futures
CJ2112.XZCE,红枣2112,CJ112,2020-12-15,2021-12-14,futures
CJ2201.XZCE,红枣2201,CJ201,2021-01-18,2022-01-17,futures
CJ2203.XZCE,红枣2203,CJ203,2021-03-15,2022-03-14,futures
CJ2205.XZCE,红枣2205,CJ205,2021-05-20,2022-05-18,futures
CJ2207.XZCE,红枣2207,CJ207,2021-07-15,2022-07-14,futures
CJ2209.XZCE,红枣2209,CJ209,2021-09-15,2022-09-15,futures
CJ2212.XZCE,红枣2212,CJ212,2021-12-15,2022-12-14,futures
CJ2301.XZCE,红枣2301,CJ301,2022-01-18,2023-01-16,futures
CJ2303.XZCE,红枣2303,CJ303,2022-03-15,2023-03-14,futures
CJ2305.XZCE,红枣2305,CJ305,2022-05-19,2023-05-17,futures
CJ2307.XZCE,红枣2307,CJ307,2022-07-15,2023-07-14,futures
CJ2309.XZCE,红枣2309,CJ309,2022-09-16,2023-09-14,futures
CJ2312.XZCE,红枣2312,CJ312,2022-12-15,2023-12-14,futures
CJ2401.XZCE,红枣2401,CJ401,2023-01-17,2024-01-15,futures
CJ2403.XZCE,红枣2403,CJ403,2023-03-15,2024-03-14,futures
CJ2405.XZCE,红枣2405,CJ405,2023-05-18,2024-05-17,futures
CJ2407.XZCE,红枣2407,CJ407,2023-07-17,2024-07-12,futures
