,display_name,name,start_date,end_date,type
159591.XSHE,中证A50ETF,ZZA50ETF,2024-03-18,2200-01-01,etf
159592.XSHE,A50ETF基金,A50ETFJJ,2024-03-18,2200-01-01,etf
159593.XSHE,中证A50指数ETF,ZZA50ZSETF,2024-03-12,2200-01-01,etf
159595.XSHE,中证A50ETF基金,ZZA50ETFJJ,2024-03-18,2200-01-01,etf
159596.XSHE,A50ETF华宝,A50ETFHB,2024-03-18,2200-01-01,etf
159597.XSHE,创业板成长ETF易方达,CYBCZETFYFD,2024-05-27,2200-01-01,etf
159599.XSHE,芯片ETF基金,XPETFJJ,2024-05-08,2200-01-01,etf
159601.XSHE,A50ETF,A50ETF,2021-11-08,2200-01-01,etf
159602.XSHE,中国A50ETF,ZGA50ETF,2021-11-08,2200-01-01,etf
159603.XSHE,双创龙头ETF,SCLTETF,2022-06-08,2200-01-01,etf
159605.XSHE,中概互联ETF,ZGHLETF,2021-12-02,2200-01-01,etf
159606.XSHE,中证500成长ETF,ZZ500CZETF,2021-12-29,2200-01-01,etf
159607.XSHE,中概互联网ETF,ZGHLWETF,2021-12-02,2200-01-01,etf
159608.XSHE,稀有金属ETF,XYJSETF,2021-12-23,2200-01-01,etf
159609.XSHE,光伏龙头ETF,GFLTETF,2022-07-08,2200-01-01,etf
159610.XSHE,500ETF增强,500ETFZQ,2022-01-10,2200-01-01,etf
159611.XSHE,电力ETF,DLETF,2022-01-07,2200-01-01,etf
159612.XSHE,标普500ETF,BP500ETF,2022-05-20,2200-01-01,etf
159613.XSHE,信息安全ETF,XXAQETF,2022-01-27,2200-01-01,etf
159615.XSHE,恒生生物科技ETF,SWKJETFGG,2022-06-28,2200-01-01,etf
159616.XSHE,农牧ETF,NMETF,2022-08-08,2200-01-01,etf
159617.XSHE,500价值ETF,500JZETF,2022-06-30,2200-01-01,etf
159618.XSHE,光伏ETF指数基金,GFETFHA,2022-04-22,2200-01-01,etf
159619.XSHE,基建ETF,JJETF,2022-02-18,2200-01-01,etf
159620.XSHE,500成长ETF,500CZETF,2022-08-05,2200-01-01,etf
159621.XSHE,MSCIESGETF,MSCIESGETF,2022-09-09,2200-01-01,etf
159622.XSHE,创新药ETF沪港深,CXYETFHGS,2023-05-09,2200-01-01,etf
159623.XSHE,成渝经济圈ETF,CYJJQETF,2022-09-09,2200-01-01,etf
159625.XSHE,绿色电力ETF,LSDLETF,2022-04-29,2200-01-01,etf
159627.XSHE,A100ETF,100ETF,2022-11-30,2200-01-01,etf
159628.XSHE,国证2000ETF,GZ2000ETF,2022-07-18,2200-01-01,etf
159629.XSHE,1000ETF,1000ETF,2022-08-03,2200-01-01,etf
159630.XSHE,A100ETF基金,ZZ100ETFJJ,2022-11-01,2200-01-01,etf
159631.XSHE,中证A100ETF,ZZ100ETFZS,2022-08-26,2200-01-01,etf
159632.XSHE,纳斯达克ETF,NSDKETF,2022-08-03,2200-01-01,etf
159633.XSHE,中证1000指数ETF,ZZ1000ZSETF,2022-08-04,2200-01-01,etf
159635.XSHE,基建50ETF,JJ100ETF,2022-07-12,2200-01-01,etf
159636.XSHE,港股通科技30ETF,GGTKJ30ETF,2022-07-20,2200-01-01,etf
159637.XSHE,新能源车龙头ETF,XNYCLTETF,2022-09-01,2200-01-01,etf
159638.XSHE,高端装备ETF,GDZBETF,2022-08-12,2200-01-01,etf
159639.XSHE,碳中和ETF南方,TZHETFNF,2022-07-19,2200-01-01,etf
159640.XSHE,碳中和龙头ETF,TZHLTETF,2022-07-21,2200-01-01,etf
159641.XSHE,双碳ETF,STETF,2022-07-22,2200-01-01,etf
159642.XSHE,碳中和100ETF,TZH100ETF,2022-07-21,2200-01-01,etf
159643.XSHE,疫苗ETF,YMETF,2022-08-22,2200-01-01,etf
159645.XSHE,疫苗ETF富国,YMLTETF,2022-09-26,2200-01-01,etf
159646.XSHE,疫苗ETF基金,YMETFJJ,2022-08-22,2024-06-04,etf
159647.XSHE,中药ETF,ZYETF,2022-07-28,2200-01-01,etf
159649.XSHE,国开债ETF,GKZETF,2022-10-24,2200-01-01,etf
159650.XSHE,国开ETF,GKETF,2022-10-28,2200-01-01,etf
159651.XSHE,国开债券ETF,GK03ETF,2022-11-16,2200-01-01,etf
159652.XSHE,有色50ETF,YS50ETF,2023-02-08,2200-01-01,etf
159653.XSHE,ESG300ETF,ESG300ETF,2023-03-24,2200-01-01,etf
159655.XSHE,标普ETF,BPETF,2022-10-25,2200-01-01,etf
159656.XSHE,300成长ETF,300CZETF,2023-01-16,2200-01-01,etf
159657.XSHE,生物疫苗ETF,SWYMETF,2023-03-13,2200-01-01,etf
159658.XSHE,数字经济ETF,SZJJETF,2022-10-12,2200-01-01,etf
159659.XSHE,纳斯达克100ETF,NSDK100ETF,2023-04-25,2200-01-01,etf
159660.XSHE,纳指100ETF,NZ100ETF,2023-04-17,2200-01-01,etf
159661.XSHE,中证A100指数ETF,ZZ100ZSETF,2023-12-01,2200-01-01,etf
159662.XSHE,交运ETF,JYETF,2022-12-01,2200-01-01,etf
159663.XSHE,机床ETF,JCETF,2022-10-26,2200-01-01,etf
159665.XSHE,半导体龙头ETF,BDTLTETF,2023-01-06,2200-01-01,etf
159666.XSHE,交通运输ETF,JTYSETF,2023-02-13,2200-01-01,etf
159667.XSHE,工业母机ETF,GYMJETF,2022-10-26,2200-01-01,etf
159669.XSHE,绿电ETF,LDETF,2023-01-11,2200-01-01,etf
159670.XSHE,消费ETF基金,XFETFJJ,2023-05-09,2200-01-01,etf
159671.XSHE,稀有金属ETF基金,XYJSETFJJ,2023-03-10,2200-01-01,etf
159672.XSHE,主要消费ETF,ZYXFETF,2023-04-03,2200-01-01,etf
159673.XSHE,沪深300ETF鹏华,PHHS300ETF,2023-07-17,2200-01-01,etf
159675.XSHE,创业板增强ETF,CYBZQETF,2022-12-02,2200-01-01,etf
159676.XSHE,创业板增强ETF富国,CYBETFZQ,2023-04-12,2200-01-01,etf
159677.XSHE,1000增强ETF,1000ZQETF,2022-12-05,2200-01-01,etf
159678.XSHE,中证500增强ETF,ZZ500ZQETF,2023-02-27,2200-01-01,etf
159679.XSHE,中证1000增强ETF,ZZ1000ZQETF,2023-02-22,2200-01-01,etf
159680.XSHE,1000ETF增强,1000ETFZQ,2022-11-30,2200-01-01,etf
159681.XSHE,创50ETF,C50ETF,2023-01-03,2200-01-01,etf
159682.XSHE,创业50ETF,CY50ETF,2023-01-03,2200-01-01,etf
159683.XSHE,运输ETF,YSETF,2023-01-09,2200-01-01,etf
159685.XSHE,1000增强ETF天弘,1000ZQETFTH,2023-04-03,2200-01-01,etf
159686.XSHE,中证100ETF易方达,ZZ100ETFYFD,2023-07-19,2200-01-01,etf
159687.XSHE,亚太精选ETF,YTDTETF,2022-12-30,2200-01-01,etf
159688.XSHE,恒生互联网ETF,HSHLWETF,2023-02-15,2200-01-01,etf
159689.XSHE,消费ETF南方,ZZXFETF,2023-03-13,2200-01-01,etf
159690.XSHE,矿业ETF,KYETF,2023-07-06,2200-01-01,etf
159691.XSHE,港股红利ETF,GGXETFGG,2023-04-21,2200-01-01,etf
159692.XSHE,证券ETF东财,ZQETFDC,2023-05-23,2200-01-01,etf
159693.XSHE,有色矿业ETF,YSKYETF,2023-12-14,2024-06-06,etf
159695.XSHE,通信ETF,TXETF,2023-05-10,2200-01-01,etf
159696.XSHE,纳指ETF易方达,NZETFYFD,2023-08-25,2200-01-01,etf
159697.XSHE,油气ETF,YQETF,2023-05-04,2200-01-01,etf
159698.XSHE,粮食ETF,LSETF,2023-08-18,2200-01-01,etf
159699.XSHE,恒生消费ETF,HSXFETF,2023-08-23,2200-01-01,etf
159701.XSHE,物联网ETF招商,WLWETFZS,2021-12-23,2200-01-01,etf
159702.XSHE,AIETF,AIETF,2021-05-18,2022-11-29,etf
159703.XSHE,新材料ETF,XCL,2021-06-08,2200-01-01,etf
159706.XSHE,深证100ETF华安,SZ100ETFHA,2021-12-20,2200-01-01,etf
159707.XSHE,地产ETF,DCETF,2021-11-12,2200-01-01,etf
159708.XSHE,红利ETF,HLETF,2021-07-02,2200-01-01,etf
159709.XSHE,物联网ETF工银,WLJJ,2021-07-02,2200-01-01,etf
159710.XSHE,智能电车ETF,ZNDC,2021-08-09,2024-01-24,etf
159711.XSHE,港股通ETF,GGTETF,2021-12-28,2200-01-01,etf
159712.XSHE,港股通50ETF,GGT50ETF,2021-11-11,2200-01-01,etf
159713.XSHE,稀土ETF,XTETF,2021-08-16,2200-01-01,etf
159715.XSHE,稀土ETF易方达,XTETFYFD,2021-09-10,2200-01-01,etf
159716.XSHE,深创100ETF,SC100,2021-06-28,2200-01-01,etf
159717.XSHE,ESGETF,ESG300ETF,2021-09-29,2200-01-01,etf
159718.XSHE,港股医药ETF,GGYYETF,2021-12-28,2200-01-01,etf
159719.XSHE,国企共赢ETF,KFGYETF,2021-12-28,2200-01-01,etf
159720.XSHE,智能电车ETF泰康,ZNCTK,2021-07-20,2200-01-01,etf
159721.XSHE,深创龙头ETF,SCETF,2021-06-25,2200-01-01,etf
159723.XSHE,科技龙头ETF,KJLTETF,2021-10-15,2200-01-01,etf
159725.XSHE,线上消费ETF,XSXF,2021-07-02,2200-01-01,etf
159726.XSHE,恒生红利ETF,HSHLETF,2021-11-23,2200-01-01,etf
159728.XSHE,在线消费ETF,ZXXFETF,2022-01-11,2200-01-01,etf
159729.XSHE,互联网ETF,HLETF,2021-07-21,2200-01-01,etf
159730.XSHE,龙头家电ETF,JDETFJJ,2021-12-24,2200-01-01,etf
159731.XSHE,石化ETF,SHETF,2021-12-10,2200-01-01,etf
159732.XSHE,消费电子ETF,XFDZ,2021-08-23,2200-01-01,etf
159733.XSHE,消费电子50ETF,XFDZ50ETF,2021-09-29,2024-03-05,etf
159735.XSHE,港股消费ETF,GGXF,2021-06-04,2200-01-01,etf
159736.XSHE,饮食ETF,YSETF,2021-09-27,2200-01-01,etf
159738.XSHE,云计算ETF沪港深,HGSYJSETF,2022-01-28,2200-01-01,etf
159739.XSHE,大数据ETF,DSJETF,2021-11-17,2200-01-01,etf
159740.XSHE,恒生科技ETF,HSKJ,2021-05-27,2200-01-01,etf
159741.XSHE,恒生科技ETF基金,GGKJ,2021-06-03,2200-01-01,etf
159742.XSHE,恒生科技指数ETF,HZKJ,2021-05-25,2200-01-01,etf
159743.XSHE,湖北ETF,HBETF,2022-01-11,2200-01-01,etf
159745.XSHE,建材ETF,JCETF,2021-06-18,2200-01-01,etf
159747.XSHE,香港科技ETF,XGKJ,2021-07-14,2200-01-01,etf
159748.XSHE,创新药ETF富国,HGSCXYETF,2021-12-03,2200-01-01,etf
159750.XSHE,香港科技50ETF,XGKJ50ETF,2022-02-14,2200-01-01,etf
159751.XSHE,港股科技ETF,GGKJETF,2021-12-28,2200-01-01,etf
159752.XSHE,新能源龙头ETF,XNY50,2021-07-28,2200-01-01,etf
159755.XSHE,电池ETF,DCETF,2021-06-24,2200-01-01,etf
159757.XSHE,电池30ETF,DC50,2021-08-09,2200-01-01,etf
159758.XSHE,红利质量ETF,HL50ETF,2021-12-28,2200-01-01,etf
159760.XSHE,泰康公卫健康ETF,GGWSJKETF,2021-12-20,2200-01-01,etf
159761.XSHE,新材料50ETF,XCL50ETF,2021-12-13,2200-01-01,etf
159763.XSHE,新材料ETF基金,XCLETFJJ,2021-09-13,2200-01-01,etf
159766.XSHE,旅游ETF,LYETF,2021-07-23,2200-01-01,etf
159767.XSHE,电池龙头ETF,DCLT,2021-08-23,2200-01-01,etf
159768.XSHE,房地产ETF,FDCETF,2022-02-16,2200-01-01,etf
159769.XSHE,消费电子龙头ETF,XFDZLTETF,2022-03-03,2200-01-01,etf
159770.XSHE,机器人ETF,JQRETF,2021-11-08,2200-01-01,etf
159773.XSHE,创业板科技ETF,CKJETF,2021-10-08,2200-01-01,etf
159775.XSHE,新能源车电池ETF,XNYCDCETF,2022-01-24,2200-01-01,etf
159776.XSHE,港股通医药ETF,GGTYYETF,2022-03-25,2200-01-01,etf
159777.XSHE,创科技ETF,CKJETFJJ,2021-10-18,2200-01-01,etf
159778.XSHE,工业互联ETF,GYHLETF,2022-02-17,2200-01-01,etf
159779.XSHE,消费电子50ETF,XFDZETFZS,2021-11-26,2200-01-01,etf
159780.XSHE,双创ETF,SCETF,2021-07-05,2200-01-01,etf
159781.XSHE,科创创业ETF,KCCY,2021-07-05,2200-01-01,etf
159782.XSHE,双创50ETF基金,SC50,2021-07-07,2200-01-01,etf
159783.XSHE,科创创业50ETF,SCJJ,2021-07-05,2200-01-01,etf
159786.XSHE,VRETF,VRETF,2021-08-06,2200-01-01,etf
159787.XSHE,建材ETF易方达,JCETFYFD,2022-03-15,2200-01-01,etf
159788.XSHE,港股通100ETF,GGT100ETF,2022-03-02,2200-01-01,etf
159789.XSHE,饮料ETF,YLETF,2021-12-20,2023-10-24,etf
159790.XSHE,碳中和ETF,TZH,2021-08-06,2200-01-01,etf
159791.XSHE,300ESGETF,300ESGETF,2022-03-08,2200-01-01,etf
159792.XSHE,港股通互联网ETF,GGTHLWETF,2021-09-28,2200-01-01,etf
159793.XSHE,线上消费ETF平安,XSXFETFPA,2021-11-24,2200-01-01,etf
159795.XSHE,智能车ETF基金,ZNCETFJJ,2022-02-14,2200-01-01,etf
159796.XSHE,电池50ETF,DC50ETF,2022-03-14,2200-01-01,etf
159797.XSHE,医疗器械ETF基金,YLQXETFJJ,2022-05-16,2200-01-01,etf
159798.XSHE,消费50ETF,XF50ETF,2022-05-11,2200-01-01,etf
159801.XSHE,芯片ETF龙头,XPJJ,2020-02-18,2200-01-01,etf
159802.XSHE,800ETF,800ETF,2020-05-15,2020-09-22,etf
159803.XSHE,浙江新动能ETF,ZJETF,2020-05-26,2021-09-27,etf
159804.XSHE,创中盘88ETF,CJX88,2020-03-31,2200-01-01,etf
159805.XSHE,传媒ETF,CMETF,2020-04-17,2200-01-01,etf
159806.XSHE,新能源车ETF,XNC,2020-03-20,2200-01-01,etf
159807.XSHE,科技ETF,KJETF,2020-03-30,2200-01-01,etf
159808.XSHE,创100ETF融通,CYBRT,2020-09-04,2200-01-01,etf
159809.XSHE,大湾区ETF基金,HSWQ,2020-05-21,2021-10-20,etf
159810.XSHE,创业板ETF浦银,PYCY,2020-07-10,2200-01-01,etf
159811.XSHE,5G50ETF,5G50ETF,2020-04-22,2200-01-01,etf
159812.XSHE,黄金基金ETF,HJJJ,2020-05-29,2200-01-01,etf
159813.XSHE,半导体ETF,XP,2020-05-25,2200-01-01,etf
159814.XSHE,创业大盘ETF,CYDP,2020-07-17,2200-01-01,etf
159815.XSHE,浙江100ETF,ZJ100,2020-08-18,2023-04-27,etf
159816.XSHE,0-4地债ETF,0-4DZ,2020-09-04,2200-01-01,etf
159819.XSHE,人工智能ETF,AIZN,2020-09-23,2200-01-01,etf
159820.XSHE,中证500ETF天弘,500ETFJ,2020-08-24,2200-01-01,etf
159821.XSHE,BOCI创业板ETF,BOCICY,2020-10-29,2200-01-01,etf
159822.XSHE,新经济ETF,XJJ,2020-10-23,2200-01-01,etf
159823.XSHE,H股ETF基金,HG50ETF,2020-10-23,2200-01-01,etf
159824.XSHE,新能车ETF,XNQC,2021-01-11,2200-01-01,etf
159825.XSHE,农业ETF,NYETF,2020-12-29,2200-01-01,etf
159827.XSHE,农业50ETF,NY50,2020-12-18,2200-01-01,etf
159828.XSHE,医疗ETF,YLETF,2021-01-12,2200-01-01,etf
159830.XSHE,上海金ETF,SHJ,2021-07-19,2200-01-01,etf
159831.XSHE,上海金ETF基金,SHJETFJJ,2022-04-07,2200-01-01,etf
159832.XSHE,平安金ETF,PAJETF,2022-03-18,2023-03-29,etf
159833.XSHE,上海金基金ETF,SHJJJETF,2022-03-29,2023-06-05,etf
159834.XSHE,金ETF,JETF,2022-03-16,2200-01-01,etf
159835.XSHE,创新药50ETF,CXYY,2021-03-29,2200-01-01,etf
159836.XSHE,创300ETF,C300ETF,2021-05-25,2200-01-01,etf
159837.XSHE,生物科技ETF,SWKJ,2021-01-27,2200-01-01,etf
159838.XSHE,医药50ETF,YY50,2021-07-30,2200-01-01,etf
159839.XSHE,生物药ETF,SWY,2021-02-22,2200-01-01,etf
159840.XSHE,锂电池ETF,LDC50,2021-08-20,2200-01-01,etf
159841.XSHE,证券ETF,ZQETF,2021-02-09,2200-01-01,etf
159842.XSHE,券商ETF,QSETF,2021-03-19,2200-01-01,etf
159843.XSHE,食品饮料ETF,SPYL,2021-02-05,2200-01-01,etf
159845.XSHE,中证1000ETF,ZZ1000,2021-03-31,2200-01-01,etf
159846.XSHE,中证1000ETF基金,1000ETF,2021-08-16,2022-01-04,etf
159847.XSHE,医疗50ETF,ZZYL,2021-07-19,2200-01-01,etf
159848.XSHE,证券ETF基金,ZQGS,2021-03-12,2200-01-01,etf
159849.XSHE,生物科技指数ETF,SWETF,2021-03-02,2200-01-01,etf
159850.XSHE,恒生国企ETF,HG50,2021-02-19,2200-01-01,etf
159851.XSHE,金融科技ETF,JKETF,2021-03-19,2200-01-01,etf
159852.XSHE,软件ETF,RJETF,2021-02-09,2200-01-01,etf
159853.XSHE,科技100ETF,KJETF,2021-10-15,2023-11-24,etf
159855.XSHE,影视ETF,YSETF,2021-02-26,2200-01-01,etf
159856.XSHE,互联网龙头ETF,HLW50,2021-02-01,2200-01-01,etf
159857.XSHE,光伏ETF,GFETF,2021-02-24,2200-01-01,etf
159858.XSHE,创新药ETF基金,CXYZ,2021-03-25,2200-01-01,etf
159859.XSHE,生物医药ETF,SWY30,2021-07-07,2200-01-01,etf
159861.XSHE,碳中和50ETF,HBETF,2021-04-02,2200-01-01,etf
159862.XSHE,食品ETF,SPETF,2021-11-08,2200-01-01,etf
159863.XSHE,光伏ETF基金,GFCY,2021-03-11,2200-01-01,etf
159864.XSHE,光伏50ETF,GF50,2021-08-10,2200-01-01,etf
159865.XSHE,养殖ETF,YZETF,2021-03-08,2200-01-01,etf
159866.XSHE,日经ETF,RJETF,2021-04-08,2200-01-01,etf
159867.XSHE,畜牧ETF,XMETF,2021-03-05,2200-01-01,etf
159869.XSHE,游戏ETF,YXETF,2021-03-05,2200-01-01,etf
159870.XSHE,化工ETF,HGETF,2021-03-03,2200-01-01,etf
159871.XSHE,有色金属ETF,YSJS,2021-03-31,2200-01-01,etf
159872.XSHE,智能网联汽车ETF,CLW,2021-07-01,2200-01-01,etf
159873.XSHE,医疗设备ETF,YLSB,2021-03-29,2200-01-01,etf
159875.XSHE,新能源ETF,XNY,2021-08-17,2200-01-01,etf
159876.XSHE,有色龙头ETF,YS,2021-03-24,2200-01-01,etf
159877.XSHE,医疗产业ETF,YLCYETF,2021-11-03,2200-01-01,etf
159880.XSHE,有色ETF基金,YS50,2021-03-25,2200-01-01,etf
159881.XSHE,有色60ETF,YS60,2021-07-01,2200-01-01,etf
159883.XSHE,医疗器械ETF,YLQX,2021-04-30,2200-01-01,etf
159885.XSHE,碳中和ETF基金,DTETF,2021-04-14,2200-01-01,etf
159886.XSHE,机械ETF,JXETF,2021-04-28,2200-01-01,etf
159887.XSHE,银行ETF,YHETF,2021-05-20,2200-01-01,etf
159888.XSHE,智能车ETF,ZNC,2021-05-21,2200-01-01,etf
159889.XSHE,智能汽车ETF,ZNQCETF,2021-09-09,2200-01-01,etf
159890.XSHE,云计算ETF,YETF,2021-04-02,2200-01-01,etf
159891.XSHE,医疗ETF基金,YL,2021-06-15,2200-01-01,etf
159892.XSHE,恒生医药ETF,HSSWKJETF,2021-10-19,2200-01-01,etf
159895.XSHE,物联网50ETF,WLW50ETF,2021-10-21,2200-01-01,etf
159896.XSHE,物联网龙头ETF,WLWLTETF,2021-11-24,2200-01-01,etf
159897.XSHE,物联网ETF基金,WLETF,2021-06-21,2022-05-18,etf
159898.XSHE,医疗器械指数ETF,QXETF,2021-06-04,2200-01-01,etf
159899.XSHE,软件龙头ETF,RJJJ,2021-06-28,2200-01-01,etf
159901.XSHE,深证100ETF,S100ETF,2006-04-24,2200-01-01,etf
159902.XSHE,中小100ETF,ZXB,2006-09-05,2200-01-01,etf
159903.XSHE,深成ETF,SCETF,2010-02-02,2200-01-01,etf
159905.XSHE,深红利ETF,SHL,2011-01-11,2200-01-01,etf
159906.XSHE,深成长龙头ETF,SCZ,2011-02-23,2200-01-01,etf
159907.XSHE,2000ETF,ZX300,2011-08-10,2200-01-01,etf
159908.XSHE,创业板ETF博时,SF200,2011-07-13,2200-01-01,etf
159909.XSHE,TMT50ETF,STMT,2011-09-01,2200-01-01,etf
159910.XSHE,基本面120ETF,SF120,2011-09-27,2200-01-01,etf
159911.XSHE,民营ETF,MYETF,2011-10-14,2020-06-18,etf
159912.XSHE,深300ETF,S300ETF,2011-11-24,2200-01-01,etf
159913.XSHE,深价值ETF,SJZ,2011-10-25,2200-01-01,etf
159915.XSHE,创业板ETF,CYB,2011-12-09,2200-01-01,etf
159916.XSHE,深F60ETF,SF60,2011-10-24,2200-01-01,etf
159917.XSHE,中小成长,ZXCZ,2012-04-06,2015-08-26,etf
159918.XSHE,中创400ETF,ZC400,2012-05-11,2200-01-01,etf
159919.XSHE,沪深300ETF,300ETF,2012-05-28,2200-01-01,etf
159920.XSHE,恒生ETF,HSETF,2012-10-22,2200-01-01,etf
159921.XSHE,中小等权,ZXDQ,2013-01-31,2017-11-07,etf
159922.XSHE,中证500ETF,500ETF,2013-03-15,2200-01-01,etf
159923.XSHE,中证100ETF,100ETF,2013-03-05,2200-01-01,etf
159924.XSHE,300等权,300DQ,2013-06-05,2018-03-19,etf
159925.XSHE,沪深300ETF南方,NF300,2013-04-11,2200-01-01,etf
159926.XSHE,国债ETF,GZETF,2013-08-05,2022-06-21,etf
159927.XSHE,A300ETF,A300ETF,2013-08-16,2018-02-13,etf
159928.XSHE,消费ETF,XFETF,2013-09-16,2200-01-01,etf
159929.XSHE,医药ETF,YYETF,2013-09-16,2200-01-01,etf
159930.XSHE,能源ETF,NYETF,2013-09-16,2200-01-01,etf
159931.XSHE,金融ETF,JRETF,2013-09-16,2200-01-01,etf
159932.XSHE,中证500深ETF,500SETF,2013-10-21,2022-11-21,etf
159933.XSHE,国投金融地产ETF,JDETF,2013-10-16,2200-01-01,etf
159934.XSHE,黄金ETF,HJETF,2013-12-16,2200-01-01,etf
159935.XSHE,中证500ETF景顺,JS500,2014-01-21,2200-01-01,etf
159936.XSHE,可选消费ETF,KXXF,2014-06-25,2200-01-01,etf
159937.XSHE,黄金ETF基金,BSHJ,2014-09-01,2200-01-01,etf
159938.XSHE,医药卫生ETF,GFYY,2015-01-08,2200-01-01,etf
159939.XSHE,信息技术ETF,XXJS,2015-02-05,2200-01-01,etf
159940.XSHE,金融地产ETF,QZJR,2015-04-17,2200-01-01,etf
159941.XSHE,纳指ETF,NZ100,2015-07-13,2200-01-01,etf
159942.XSHE,中创100,ZC100,2015-06-25,2018-11-05,etf
159943.XSHE,深证成指ETF,SZETF,2015-07-08,2200-01-01,etf
159944.XSHE,材料ETF,QZCL,2015-07-06,2200-01-01,etf
159945.XSHE,能源ETF基金,QZNY,2015-07-06,2200-01-01,etf
159946.XSHE,全指消费,QZXF,2015-07-13,2018-12-27,etf
159948.XSHE,创业板ETF南方,CYBEF,2016-05-31,2200-01-01,etf
159949.XSHE,创业板50ETF,CYB50,2016-07-22,2200-01-01,etf
159950.XSHE,深成指EF,SCZEF,2017-05-10,2019-07-11,etf
159951.XSHE,中关村ETF,ZGCA,2017-07-10,2022-08-23,etf
159952.XSHE,创业板ETF广发,CYETF,2017-05-19,2200-01-01,etf
159953.XSHE,工业ETF,GYETF,2017-07-14,2020-12-16,etf
159954.XSHE,H股ETF,HGETF,2018-03-15,2200-01-01,etf
159955.XSHE,创业板ETF嘉实,CYBE,2017-08-23,2022-11-29,etf
159956.XSHE,创业板ETF建信,CYBF,2018-03-07,2200-01-01,etf
159957.XSHE,创业板100ETF华夏,CYBHX,2018-01-04,2200-01-01,etf
159958.XSHE,创业板ETF工银,CYBET,2018-01-19,2200-01-01,etf
159959.XSHE,央企ETF,YHYQ,2019-01-18,2200-01-01,etf
159960.XSHE,恒生中国企业ETF,HSGQ,2018-10-22,2200-01-01,etf
159961.XSHE,深100ETF方正富邦,S100,2018-12-19,2200-01-01,etf
159962.XSHE,四川ETF,SCGG,2019-04-18,2022-11-08,etf
159963.XSHE,恒生中国,HSZG,2019-03-26,2021-05-24,etf
159964.XSHE,创业板ETF平安,CYBPA,2019-04-19,2200-01-01,etf
159965.XSHE,央视50ETF,YS50,2019-04-24,2200-01-01,etf
159966.XSHE,创业板价值ETF,CLC,2019-07-15,2200-01-01,etf
159967.XSHE,创业板成长ETF,CCZ,2019-07-15,2200-01-01,etf
159968.XSHE,中证500ETF博时,ZZ500ETF,2019-10-31,2200-01-01,etf
159969.XSHE,深100ETF银华,S100P,2019-08-28,2200-01-01,etf
159970.XSHE,深100ETF工银,S100ET,2020-01-10,2200-01-01,etf
159971.XSHE,创业板ETF富国,CYBFG,2019-07-02,2200-01-01,etf
159972.XSHE,5年地债ETF,5NDZ,2019-11-08,2200-01-01,etf
159973.XSHE,民企ETF,MQ100,2019-08-09,2200-01-01,etf
159974.XSHE,央企创新ETF,YQCX,2019-12-18,2200-01-01,etf
159975.XSHE,深100ETF招商,S100SZ,2020-01-02,2200-01-01,etf
159976.XSHE,湾创ETF,WCETF,2020-01-17,2200-01-01,etf
159977.XSHE,创业板ETF天弘,CYBTH,2019-09-27,2200-01-01,etf
159978.XSHE,大湾区ETF,WQETF,2020-04-14,2023-01-11,etf
159979.XSHE,湾创100ETF,WC100,2020-02-14,2022-12-20,etf
159980.XSHE,有色ETF,YSQH,2019-12-24,2200-01-01,etf
159981.XSHE,能源化工ETF,NYHG,2020-01-17,2200-01-01,etf
159982.XSHE,中证500ETF鹏华,ZZ500,2020-02-20,2200-01-01,etf
159983.XSHE,粤港澳大湾区ETF,DWQ,2020-04-23,2024-01-04,etf
159984.XSHE,湾区100ETF,WQJJ,2020-01-17,2023-07-07,etf
159985.XSHE,豆粕ETF,DPETF,2019-12-05,2200-01-01,etf
159986.XSHE,消费100ETF,XF100,2020-01-20,2022-10-26,etf
159987.XSHE,科技创新ETF,CXETF,2019-11-18,2200-01-01,etf
159988.XSHE,粤债ETF,YZETF,2020-05-29,2022-06-29,etf
159990.XSHE,小盘价值ETF,XPJZ,2020-01-20,2200-01-01,etf
159991.XSHE,创大盘ETF,CDP,2020-04-24,2200-01-01,etf
159992.XSHE,创新药ETF,CXY,2020-04-10,2200-01-01,etf
159993.XSHE,证券ETF龙头,LTQS,2020-02-07,2200-01-01,etf
159994.XSHE,5GETF,5GETF,2020-02-28,2200-01-01,etf
159995.XSHE,芯片ETF,XPETF,2020-02-10,2200-01-01,etf
159996.XSHE,家电ETF,JDETF,2020-03-16,2200-01-01,etf
159997.XSHE,电子ETF,DZETF,2020-03-20,2200-01-01,etf
159998.XSHE,计算机ETF,JSJ,2020-04-13,2200-01-01,etf
159999.XSHE,永赢中证500ETF,YY500,2020-08-12,2023-03-17,etf
160105.XSHE,南方积配LOF,NFJP,2004-12-20,2200-01-01,lof
160106.XSHE,南方高增LOF,NFGZ,2005-09-21,2200-01-01,lof
160119.XSHE,500ETF联接LOF,NF500,2009-11-11,2200-01-01,lof
160123.XSHE,南方10年国债A,NF50Z,2011-07-25,2016-08-16,lof
160125.XSHE,南方香港LOF,NFXG,2011-11-01,2200-01-01,lof
160127.XSHE,南方消费LOF,NFXF,2020-11-30,2200-01-01,lof
160128.XSHE,南方金利定开,NFJL,2012-07-16,2200-01-01,lof
160130.XSHE,南方永利,NFYL,2013-06-06,2020-09-23,lof
160131.XSHE,南方聚利,NFJL,2014-01-21,2021-06-17,lof
160133.XSHE,南方天元LOF,NFTY,2014-08-25,2200-01-01,lof
