,display_name,name,start_date,end_date,type
166016.XSHE,中欧纯债LOF,ZOCZ,2016-03-01,2200-01-01,lof
166023.XSHE,中欧瑞丰LOF,ZORF,2017-09-15,2200-01-01,lof
166024.XSHE,中欧恒利定开,ZOHL,2017-12-06,2200-01-01,lof
166025.XSHE,中欧远见定开,ZOYJ,2019-05-27,2200-01-01,lof
166027.XSHE,中欧创业定开,ZOCY,2021-01-29,2200-01-01,lof
166105.XSHE,信澳鑫安LOF,XDZL,2015-06-04,2200-01-01,lof
166107.XSHE,多因子LOF,DYZA,2019-11-28,2200-01-01,lof
166401.XSHE,稳健增利LOF,PYZL,2015-01-08,2200-01-01,lof
166402.XSHE,基本面100LOF,HGSF,2017-06-09,2023-01-10,lof
166802.XSHE,浙商沪深300,ZSHS300ZSFJ,2012-07-13,2200-01-01,fjm
166902.XSHE,民生增利定开,MSZL,2013-01-30,2022-07-04,lof
166904.XSHE,民生添利定开,MSTL,2013-10-29,2021-12-30,lof
167001.XSHE,鼎泰LOF,PADS,2016-10-18,2200-01-01,lof
167002.XSHE,鼎越LOF,PADY,2016-12-19,2200-01-01,lof
167003.XSHE,鼎弘LOF,PADH,2017-06-06,2200-01-01,lof
167301.XSHE,保险主题LOF,BXZT,2021-01-20,2200-01-01,lof
167302.XSHE,大湾区LOF,WQLOF,2020-01-06,2200-01-01,lof
167501.XSHE,安信宝利债券LOF,AXBL,2015-08-07,2200-01-01,lof
167503.XSHE,安信一带一路,AXYDYLFJ,2015-05-21,2200-01-01,fjm
167506.XSHE,安信深圳科技LOF,SZKJ,2020-01-06,2200-01-01,lof
167508.XSHE,安信价值发现定开,AXJZ,2020-06-08,2200-01-01,lof
167601.XSHE,国金300指数增强A,GJHS300ZSFJ,2013-08-23,2200-01-01,fjm
167701.XSHE,德邦德信,DBDXZGQZZSFJ,2013-06-03,2200-01-01,fjm
167901.XSHE,华宸300,HC300,2013-06-03,2016-05-05,lof
168001.XSHE,国寿养老,GSABZZYLCYZSFJ,2015-07-09,2200-01-01,fjm
168002.XSHE,国寿精选LOF,GSJX,2017-10-23,2200-01-01,lof
168101.XSHE,九泰锐智LOF,JSRZ,2015-09-15,2200-01-01,lof
168102.XSHE,九泰锐富LOF,JSRF,2016-05-04,2200-01-01,lof
168103.XSHE,九泰锐益LOF,JSRY,2016-11-23,2200-01-01,lof
168104.XSHE,九泰锐丰LOF,JSRF,2016-12-15,2200-01-01,lof
168105.XSHE,九泰泰富LOF,JSSF,2017-01-10,2200-01-01,lof
168106.XSHE,九泰盈华LOF,JSRH,2017-06-16,2021-10-20,lof
168108.XSHE,九泰锐诚,JSRC,2017-07-11,2021-07-13,lof
168201.XSHE,一带一路,ZRYDYLFJ,2015-05-21,2200-01-01,fjm
168203.XSHE,钢铁LOF,ZRGT,2021-06-11,2200-01-01,lof
168204.XSHE,煤炭LOF,ZRMT,2021-06-11,2200-01-01,lof
168205.XSHE,银行基金中融,ZRYHZSFJ,2015-06-12,2200-01-01,fjm
168207.XSHE,创业定开,ZRCY,2021-02-26,2200-01-01,lof
168301.XSHE,东海祥龙LOF,DHXL,2017-02-27,2200-01-01,lof
168401.XSHE,红土创新精选LOF,HTDZ,2017-07-03,2200-01-01,lof
168701.XSHE,金融科技LOF,JRKJ,2020-05-06,2200-01-01,lof
169101.XSHE,东方红睿丰LOF,DZF,2015-03-06,2200-01-01,lof
169102.XSHE,东方红睿阳定开,DZY,2015-07-31,2200-01-01,lof
169103.XSHE,东方红睿轩定开,DZX,2016-08-15,2200-01-01,lof
169104.XSHE,东方红睿满LOF,DZRM,2017-02-21,2200-01-01,lof
169105.XSHE,东方红睿华LOF,DZRH,2017-02-21,2200-01-01,lof
169106.XSHE,东方红创优定开,DZCY,2018-06-20,2200-01-01,lof
169107.XSHE,东方红恒阳定开,DZHY,2020-07-23,2200-01-01,lof
169201.XSHE,浙商鼎盈LOF,ZSDY,2017-03-16,2200-01-01,lof
169301.XSHE,财通500,CT500,2019-07-31,2020-05-15,lof
180101.XSHE,博时蛇口产园REIT,SKCY,2021-06-21,2200-01-01,reits
180102.XSHE,华夏合肥高新REIT,HXHFGXREIT,2022-10-10,2200-01-01,reits
180103.XSHE,华夏和达高科REIT,HXHDGKREIT,2022-12-27,2200-01-01,reits
180201.XSHE,平安广州广河REIT,GZGH,2021-06-21,2200-01-01,reits
180202.XSHE,华夏越秀高速REIT,HXYXGSREIT,2021-12-14,2200-01-01,reits
180301.XSHE,红土创新盐田港REIT,YGREIT,2021-06-21,2200-01-01,reits
180401.XSHE,鹏华深圳能源REIT,PHSZNYREIT,2022-07-26,2200-01-01,reits
180501.XSHE,红土创新深圳安居REIT,HTSZAJREIT,2022-08-31,2200-01-01,reits
180601.XSHE,华夏华润商业REIT,HXHRSYREIT,2024-03-14,2200-01-01,reits
180602.XSHE,中金印力消费REIT,ZJYLXFREIT,2024-04-30,2200-01-01,reits
180801.XSHE,中航首钢绿能REIT,SGLN,2021-06-21,2200-01-01,reits
184688.XSHE,基金开元,JJKY,1998-04-07,2013-02-08,lof
184689.XSHE,基金普惠,JJPH,1999-01-27,2013-12-20,lof
184690.XSHE,基金同益,JJTY,1999-04-21,2014-04-03,lof
184691.XSHE,基金景宏,JJJH,1999-05-18,2014-04-09,lof
184692.XSHE,基金裕隆,JJYL,1999-06-24,2014-05-30,lof
184693.XSHE,基金普丰,JJPF,1999-07-30,2014-06-09,lof
184698.XSHE,基金天元,JJTY,1999-09-20,2014-07-02,lof
184699.XSHE,基金同盛,JJTS,1999-11-26,2014-11-04,lof
184701.XSHE,基金景福,JJJF,2000-01-10,2014-12-25,lof
184705.XSHE,基金裕泽,JJYZ,2000-05-17,2011-04-21,lof
184721.XSHE,基金丰和,JJFH,2002-04-04,2017-03-17,lof
184722.XSHE,基金久嘉,JJJJ,2002-08-27,2017-07-04,lof
184728.XSHE,基金鸿阳,JJHY,2001-12-18,2017-01-03,lof
184801.XSHE,鹏华前海REIT,PHQH,2015-09-30,2200-01-01,lof
500001.XSHG,基金金泰,JJJT,1998-04-07,2012-12-21,lof
500002.XSHG,基金泰和,JJTH,1999-04-20,2014-04-03,lof
500003.XSHG,基金安信,JJAX,1998-06-26,2013-05-22,lof
500005.XSHG,基金汉盛,JJHS,1999-05-18,2014-04-29,lof
500006.XSHG,基金裕阳,JJYY,1998-07-30,2013-07-12,lof
500008.XSHG,基金兴华,JJXH,1998-05-08,2013-04-11,lof
500009.XSHG,基金安顺,JJAS,1999-06-22,2014-05-09,lof
500011.XSHG,基金金鑫,JJJX,1999-11-26,2014-09-12,lof
500015.XSHG,基金汉兴,JJHX,2000-01-10,2014-12-11,lof
500018.XSHG,基金兴和,JJXH,1999-07-30,2014-05-29,lof
500038.XSHG,基金通乾,JJTQ,2001-09-21,2016-08-11,lof
500056.XSHG,基金科瑞,JJKR,2002-03-20,2016-12-30,lof
500058.XSHG,基金银丰,JJYF,2002-09-10,2017-07-26,lof
501000.XSHG,国金鑫新灵活配置(LOF),GJXX,2015-07-14,2200-01-01,lof
501001.XSHG,财通精选,CTJX,2015-09-25,2200-01-01,lof
501002.XSHG,长信价值优选混合,NYHL,2016-02-01,2019-02-28,lof
501003.XSHG,长信优选,SHGG,2017-05-05,2018-10-25,lof
501005.XSHG,精准医疗,JZYL,2016-03-21,2200-01-01,lof
501006.XSHG,汇添富中证精准医疗指数(LOF)C,JZYC,2016-03-21,2200-01-01,lof
501007.XSHG,互联医疗,HLYL,2017-02-20,2200-01-01,lof
501008.XSHG,互联医C,HLYC,2017-02-20,2200-01-01,lof
501009.XSHG,生物科技,SWKJ,2017-02-20,2200-01-01,lof
501010.XSHG,生物科C,SWKC,2017-02-20,2200-01-01,lof
501011.XSHG,中药基金,ZYJJ,2017-02-20,2200-01-01,lof
501012.XSHG,中药C,ZYC,2017-02-20,2200-01-01,lof
501015.XSHG,财通升级混合LOF,CTSJ,2016-06-06,2200-01-01,lof
501016.XSHG,券商基金,QSJJ,2017-05-19,2200-01-01,lof
501017.XSHG,国泰融丰,GSRF,2016-08-26,2200-01-01,lof
501018.XSHG,南方原油,NFYY,2016-06-28,2200-01-01,lof
501019.XSHG,军工基金,JGJJ,2017-04-21,2200-01-01,lof
501020.XSHG,国企改,GQG,2017-04-21,2018-11-13,lof
501021.XSHG,香港中小,XGZX,2016-07-06,2200-01-01,lof
501022.XSHG,银华鑫盛,YHS,2016-11-10,2200-01-01,lof
501023.XSHG,港中小企,GZXQ,2016-10-24,2200-01-01,lof
501025.XSHG,香港银行,XGYX,2016-11-24,2200-01-01,lof
501026.XSHG,财通福享,CTFX,2016-12-15,2200-01-01,lof
501027.XSHG,国泰融信,GTRX,2017-06-01,2023-08-30,lof
501028.XSHG,财通福瑞混合LOF,CTFR,2017-02-20,2200-01-01,lof
501029.XSHG,红利基金,HLJJ,2017-02-13,2200-01-01,lof
501030.XSHG,环境治理,HJZL,2017-02-20,2200-01-01,lof
501031.XSHG,环境C,HJC,2017-02-20,2200-01-01,lof
501032.XSHG,财通福盛混合LOF,CTFS,2017-04-21,2200-01-01,lof
501035.XSHG,创金睿选,CJRX,2017-09-18,2019-06-06,lof
501036.XSHG,中证500A,ZZ500A,2017-10-09,2200-01-01,lof
501037.XSHG,中证500C,ZZ500C,2017-10-09,2200-01-01,lof
501038.XSHG,银华明择,YHMZ,2017-11-24,2200-01-01,lof
501039.XSHG,添富睿丰,TFRF,2018-03-08,2024-03-18,lof
501040.XSHG,添富睿C,TFRC,2018-01-12,2024-03-18,lof
501043.XSHG,沪深300A,HS300A,2017-10-09,2200-01-01,lof
501045.XSHG,沪深300C,HS300C,2017-10-09,2200-01-01,lof
501046.XSHG,财通福鑫,CTFX,2017-12-01,2200-01-01,lof
501047.XSHG,全指证券,QZZQ,2018-01-18,2200-01-01,lof
501048.XSHG,证券C,ZQC,2018-01-18,2200-01-01,lof
501049.XSHG,东方红睿玺三年持有混合A,DZRX,2018-06-01,2024-06-17,lof
501050.XSHG,50AH,50AH,2016-11-28,2200-01-01,lof
501051.XSHG,圆信永丰汇利LOF,YXHL,2018-01-31,2200-01-01,lof
501053.XSHG,东证目优,DZMY,2018-08-24,2200-01-01,lof
501054.XSHG,东证睿泽,DZRZ,2018-10-17,2200-01-01,lof
501057.XSHG,新能源车,XNYC,2018-06-20,2200-01-01,lof
501058.XSHG,新能车C,XNCC,2018-06-20,2200-01-01,lof
501059.XSHG,国企红利,GQHL,2018-07-26,2200-01-01,lof
501060.XSHG,金选300A,JX300A,2018-09-25,2200-01-01,lof
501061.XSHG,金选300C,JX300C,2018-09-25,2200-01-01,lof
501062.XSHG,南方瑞合,NFRH,2018-12-05,2200-01-01,lof
501063.XSHG,汇添富悦享两年持有混合,RFYX,2019-07-01,2023-11-24,lof
501064.XSHG,国泰价值,GTJZ,2019-05-16,2200-01-01,lof
501065.XSHG,经典成长,JDCZ,2019-05-08,2200-01-01,lof
501066.XSHG,东证恒元,DZHY,2019-04-26,2200-01-01,lof
501067.XSHG,富时AH50,FSAH50,2019-01-04,2023-03-23,lof
501068.XSHG,AH50C,AH50C,2019-01-04,2023-03-23,lof
501069.XSHG,质量基金,ZLJJ,2019-03-05,2023-06-15,lof
501070.XSHG,广发睿阳,GFRY,2019-07-31,2200-01-01,lof
501071.XSHG,泓德丰泽,HDFZ,2019-09-19,2200-01-01,lof
501072.XSHG,红利增强,HLZQ,2019-07-02,2022-02-24,lof
501073.XSHG,华安智联,KCHH,2019-12-20,2200-01-01,lof
501075.XSHG,科创主题,KCZT,2019-09-12,2200-01-01,lof
501076.XSHG,创新动力,KCJJ,2019-12-09,2200-01-01,lof
501077.XSHG,创新企业,KCFG,2019-10-28,2200-01-01,lof
501078.XSHG,科创配置,KCPZ,2019-11-18,2200-01-01,lof
501079.XSHG,大成科创主题混合(LOF)A,KCDC,2020-01-20,2200-01-01,lof
501080.XSHG,科创中金,KCZJ,2019-12-25,2200-01-01,lof
501081.XSHG,科创中欧,KCZO,2019-09-06,2200-01-01,lof
501082.XSHG,科创投资,KCTZ,2019-12-26,2200-01-01,lof
501083.XSHG,科创银华,KCYH,2020-01-07,2200-01-01,lof
501085.XSHG,科创财通,KCCT,2020-02-07,2200-01-01,lof
501086.XSHG,ESG基金,ESGJJ,2019-09-12,2023-12-15,lof
501087.XSHG,交银瑞丰,JYRF,2020-03-09,2200-01-01,lof
501088.XSHG,嘉实瑞虹,JSRH,2020-03-09,2200-01-01,lof
501089.XSHG,消费增强,XFZQ,2019-12-31,2200-01-01,lof
501090.XSHG,消费基金,XFLT,2020-01-06,2200-01-01,lof
501091.XSHG,嘉实欣荣,JSRX,2020-07-22,2200-01-01,lof
501092.XSHG,交银瑞思,JYRS,2020-08-05,2200-01-01,lof
501093.XSHG,华夏翔阳,HXXY,2021-01-08,2200-01-01,lof
501095.XSHG,BOCI科创,BOCIKC,2020-07-08,2200-01-01,lof
501096.XSHG,科创国联,KCGL,2020-07-22,2200-01-01,lof
501097.XSHG,科创国寿,KCGS,2020-08-28,2200-01-01,lof
501098.XSHG,科创建信,KCJX,2020-04-27,2200-01-01,lof
501099.XSHG,新兴平安,KCPA,2020-07-01,2200-01-01,lof
501106.XSHG,十年国开,SNGK,2017-12-13,2020-08-24,lof
501186.XSHG,华夏兴融,HXPS,2019-03-29,2200-01-01,lof
501188.XSHG,添富精选,TFPS,2019-03-29,2200-01-01,lof
501189.XSHG,嘉实优选A,JSPS,2019-03-29,2200-01-01,lof
501200.XSHG,科创加银,KCJY,2020-12-21,2200-01-01,lof
501201.XSHG,科创红土,KCHT,2021-03-05,2200-01-01,lof
501202.XSHG,创新华泰,KCHT,2020-11-16,2200-01-01,lof
501203.XSHG,易基未来,YJWL,2021-01-21,2200-01-01,lof
501205.XSHG,鹏华创新,PHCX,2021-01-21,2200-01-01,lof
501206.XSHG,添富创新,TFCX,2021-01-21,2200-01-01,lof
501207.XSHG,华夏创新,HXCX,2021-01-21,2200-01-01,lof
501208.XSHG,中欧创新,ZOCX,2021-01-21,2200-01-01,lof
501209.XSHG,富久LOF,FJLOF,2021-12-02,2200-01-01,lof
501210.XSHG,智选FOF,ZXFOF,2021-11-19,2200-01-01,lof
501211.XSHG,优享FOF,YXFOF,2021-12-22,2200-01-01,lof
501212.XSHG,优选配置,YXPZ,2021-11-19,2200-01-01,lof
501213.XSHG,中欧汇选,ZOHX,2021-11-19,2200-01-01,lof
501215.XSHG,积极FOF,JJFOF,2021-11-19,2200-01-01,lof
501216.XSHG,行业精选,HYJX,2022-01-18,2200-01-01,lof
501217.XSHG,行业FOF,HYFOF,2022-04-25,2200-01-01,lof
501218.XSHG,睿智FOF,RZFOF,2021-12-17,2200-01-01,lof
501219.XSHG,智胜先锋,ZSXF,2022-02-09,2200-01-01,lof
501220.XSHG,行业轮动,HYLD,2022-08-15,2200-01-01,lof
501222.XSHG,如意招享,RYZX,2023-02-01,2200-01-01,lof
501225.XSHG,全球芯片,QQXP,2023-04-14,2200-01-01,lof
501300.XSHG,美元债,MYZ,2017-02-16,2200-01-01,lof
501301.XSHG,香港大盘,XGDP,2017-05-08,2200-01-01,lof
501302.XSHG,恒生联接,HSLJ,2017-08-15,2200-01-01,lof
501303.XSHG,恒生中型,HSZX,2017-10-25,2200-01-01,lof
501305.XSHG,港股高息,GGGX,2018-01-18,2200-01-01,lof
501306.XSHG,港股高C,GGGC,2018-01-18,2200-01-01,lof
501307.XSHG,银河高股,YHGG,2018-04-25,2200-01-01,lof
501309.XSHG,港股通,GGT,2018-12-10,2023-08-21,lof
501310.XSHG,价值基金,JZJJ,2018-11-22,2200-01-01,lof
501311.XSHG,新经济HK,XJJHK,2019-02-14,2200-01-01,lof
501312.XSHG,海外科技LOF,HWKJLOF,2023-04-25,2200-01-01,lof
502000.XSHG,500增强,500DQ,2015-04-27,2200-01-01,lof
502001.XSHG,500等权A,500DQA,2015-04-27,2020-02-17,fja
502002.XSHG,500等权B,500DQB,2015-04-27,2020-02-17,fjb
502003.XSHG,军工LOF,JGFJ,2015-07-15,2200-01-01,lof
502004.XSHG,军工A,JGA,2015-07-15,2021-01-04,fja
502005.XSHG,军工B,JGB,2015-07-15,2021-01-04,fjb
502006.XSHG,国企改革,GQGG,2015-06-25,2200-01-01,lof
502007.XSHG,国企改A,GQGA,2015-06-25,2021-01-04,fja
502008.XSHG,国企改B,GQGB,2015-06-25,2021-01-04,fjb
502010.XSHG,证券LOF,ZQFJ,2015-07-15,2200-01-01,lof
502011.XSHG,证券A,ZQA,2015-07-15,2021-01-04,fja
502012.XSHG,证券B,ZQB,2015-07-15,2021-01-04,fjb
502013.XSHG,一带一路,YDYL,2015-06-09,2200-01-01,lof
502014.XSHG,一带一A,YDYA,2015-06-09,2021-01-04,fja
502015.XSHG,一带一B,YDYB,2015-06-09,2021-01-04,fjb
502016.XSHG,带路分级,DLFJ,2016-02-01,2018-10-25,lof
502017.XSHG,带路A,DLA,2015-08-24,2018-10-25,fja
502018.XSHG,带路B,DLB,2015-08-24,2018-10-25,fjb
502020.XSHG,国金50,GJ50,2015-06-05,2023-04-26,lof
502021.XSHG,国金50A,GJ50A,2015-06-05,2019-10-14,fja
502022.XSHG,国金50B,GJ50B,2015-06-05,2019-10-14,fjb
502023.XSHG,钢铁LOF,GTFJ,2015-08-24,2200-01-01,lof
502024.XSHG,钢铁A,GTA,2015-08-24,2021-01-04,fja
502025.XSHG,钢铁B,GTB,2015-08-24,2021-01-04,fjb
502026.XSHG,新丝路,XSL,2015-08-24,2018-05-14,lof
502027.XSHG,新丝路A,XSLA,2015-08-24,2018-05-14,fja
502028.XSHG,新丝路B,XSLB,2015-08-24,2018-05-14,fjb
502030.XSHG,高铁分级,GTFJ,2015-08-07,2018-11-15,lof
502031.XSHG,高铁A,GTA,2015-08-07,2019-02-21,fja
502032.XSHG,高铁B,GTB,2015-08-07,2019-02-21,fjb
502036.XSHG,互联金融,HLJR,2015-07-07,2020-11-27,lof
502037.XSHG,网金A,WJA,2015-07-07,2020-11-27,fja
502038.XSHG,网金B,WJB,2015-07-07,2020-11-27,fjb
502040.XSHG,上50LOF,S50FJ,2015-08-24,2200-01-01,lof
502041.XSHG,上50A,S50A,2015-08-24,2020-12-02,fja
502042.XSHG,上50B,S50B,2015-08-24,2020-12-02,fjb
502048.XSHG,50LOF,50FJ,2015-04-27,2200-01-01,lof
502049.XSHG,上证50A,SZ50A,2015-04-27,2021-01-04,fja
502050.XSHG,上证50B,SZ50B,2015-04-27,2021-01-04,fjb
502053.XSHG,券商LOF,QSFJ,2015-08-24,2200-01-01,lof
502054.XSHG,券商A,QSA,2015-08-24,2021-01-04,fja
502055.XSHG,券商B,QSB,2015-08-24,2021-01-04,fjb
502056.XSHG,医疗基金,YLFJ,2015-07-31,2200-01-01,lof
502057.XSHG,医疗A,YLA,2015-07-31,2020-08-24,fja
502058.XSHG,医疗B,YLB,2015-07-31,2020-08-24,fjb
505888.XSHG,嘉实元和,JSYH,2015-03-16,2019-09-06,lof
506000.XSHG,科创板基,KCBJ,2021-01-28,2200-01-01,lof
506001.XSHG,万家科创,WJKC,2021-02-03,2200-01-01,lof
506002.XSHG,易基科创,YJKC,2021-01-28,2200-01-01,lof
506003.XSHG,富国科创,FGKC,2021-01-29,2200-01-01,lof
506005.XSHG,科创板BS,KCBBS,2021-01-29,2200-01-01,lof
506006.XSHG,添富科创,TFKC,2021-01-28,2200-01-01,lof
506008.XSHG,科创长城,KCCC,2022-03-28,2200-01-01,lof
508000.XSHG,张江REIT,ZJREIT,2021-06-21,2200-01-01,reits
508001.XSHG,浙江杭徽,ZJHH,2021-06-21,2200-01-01,reits
508006.XSHG,首创水务,SCSW,2021-06-21,2200-01-01,reits
508007.XSHG,山东高速,SDGS,2023-10-27,2200-01-01,reits
508008.XSHG,铁建REIT,TJREIT,2022-07-08,2200-01-01,reits
508009.XSHG,安徽交控,AHJK,2022-11-22,2200-01-01,reits
508011.XSHG,物美消费,WMXF,2024-03-12,2200-01-01,reits
508017.XSHG,华夏金茂商业REIT,HXJMSYREIT,2024-03-12,2200-01-01,reits
508018.XSHG,中交REIT,ZJREIT,2022-04-28,2200-01-01,reits
508019.XSHG,湖北科投,HBKT,2023-06-30,2200-01-01,reits
508021.XSHG,临港REIT,LGREIT,2022-10-13,2200-01-01,reits
508026.XSHG,电建清源,DJQY,2024-03-28,2200-01-01,reits
508027.XSHG,东吴苏园,DWSY,2021-06-21,2200-01-01,reits
508028.XSHG,国家电投,GJDT,2023-03-29,2200-01-01,reits
508031.XSHG,城投宽庭,CTKT,2024-01-12,2200-01-01,reits
508033.XSHG,深高REIT,SGREIT,2024-03-29,2200-01-01,reits
508056.XSHG,普洛斯,PLS,2021-06-21,2200-01-01,reits
508058.XSHG,厦门安居,XMAJ,2022-08-31,2200-01-01,reits
508066.XSHG,苏交REIT,SJREIT,2022-11-15,2200-01-01,reits
508068.XSHG,京保REIT,JBREIT,2022-08-31,2200-01-01,reits
508077.XSHG,华润有巢,HRYC,2022-12-09,2200-01-01,reits
508088.XSHG,东久REIT,DJREIT,2022-10-14,2200-01-01,reits
508096.XSHG,京能光伏,JNGF,2023-03-29,2200-01-01,reits
508098.XSHG,京东仓储,JDCC,2023-02-08,2200-01-01,reits
508099.XSHG,中关村,ZGC,2021-12-17,2200-01-01,reits
510010.XSHG,治理ETF,ZLETF,2009-12-15,2200-01-01,etf
510020.XSHG,超大ETF,CDETF,2010-03-19,2200-01-01,etf
510030.XSHG,价值ETF,JZETF,2010-05-28,2200-01-01,etf
510050.XSHG,50ETF,50ETF,2005-02-23,2200-01-01,etf
510060.XSHG,央企ETF,YQETF,2009-10-27,2200-01-01,etf
510070.XSHG,民企ETF,MQETF,2010-10-29,2020-08-12,etf
510090.XSHG,ESG建信,ZRETF,2010-08-09,2200-01-01,etf
510100.XSHG,SZ50ETF,SZ50ETF,2019-10-09,2200-01-01,etf
510110.XSHG,周期ETF,ZQETF,2010-11-15,2023-08-10,etf
510120.XSHG,非周ETF,FZETF,2011-06-08,2023-08-10,etf
510130.XSHG,中盘ETF,ZPETF,2010-06-23,2200-01-01,etf
510150.XSHG,消费ETF,XFETF,2011-02-25,2200-01-01,etf
510160.XSHG,产业升级,XKETF,2010-11-01,2200-01-01,etf
510170.XSHG,商品ETF,SPETF,2011-01-25,2200-01-01,etf
510180.XSHG,180ETF,180ETF,2006-05-18,2200-01-01,etf
510190.XSHG,上证50基,LTETF,2011-01-10,2200-01-01,etf
510200.XSHG,上证券商,SZQS,2020-05-08,2200-01-01,etf
510210.XSHG,综指ETF,ZZETF,2011-03-25,2200-01-01,etf
510220.XSHG,中小ETF,ZXETF,2011-03-28,2022-12-26,etf
510230.XSHG,金融ETF,JRETF,2011-05-23,2200-01-01,etf
510260.XSHG,新兴ETF,XXETF,2011-06-08,2020-01-14,etf
510270.XSHG,国企ETF,GQETF,2011-08-18,2200-01-01,etf
510280.XSHG,成长ETF,CZETF,2011-10-18,2019-09-27,etf
510290.XSHG,380ETF,380ETF,2011-11-08,2200-01-01,etf
510300.XSHG,300ETF,300ETF,2012-05-28,2200-01-01,etf
510310.XSHG,HS300ETF,HS300ETF,2013-03-25,2200-01-01,etf
510330.XSHG,华夏300,HX300,2013-01-16,2200-01-01,etf
510350.XSHG,工银300,GY300,2019-08-16,2200-01-01,etf
510360.XSHG,广发300,GF300,2015-09-09,2200-01-01,etf
510370.XSHG,兴业300,XY300,2020-10-27,2200-01-01,etf
510380.XSHG,国寿300,GS300,2018-02-07,2200-01-01,etf
510390.XSHG,平安300,PA300,2018-01-26,2200-01-01,etf
510410.XSHG,资源ETF,ZYETF,2012-05-11,2200-01-01,etf
510420.XSHG,180EWETF,180EWETF,2012-07-09,2019-11-07,etf
510430.XSHG,50等权,50DQ,2012-09-24,2020-12-17,etf
510440.XSHG,500沪市,500HS,2012-10-08,2022-12-21,etf
510450.XSHG,180高ETF,180GETF,2013-08-01,2016-08-23,etf
510500.XSHG,500ETF,500ETF,2013-03-15,2200-01-01,etf
510510.XSHG,广发500,GF500,2013-05-24,2200-01-01,etf
510520.XSHG,诺安500,NA500,2014-03-10,2019-10-30,etf
510530.XSHG,工银500,GY500,2020-01-03,2200-01-01,etf
510550.XSHG,方正500,FZ500,2019-01-16,2200-01-01,etf
510560.XSHG,国寿500,GS500,2015-07-03,2200-01-01,etf
510570.XSHG,兴业中证500ETF,XYZZ500ETF,2020-08-12,2200-01-01,etf
510580.XSHG,ZZ500ETF,ZZ500ETF,2015-09-14,2200-01-01,etf
510590.XSHG,平安500,PA500,2018-05-04,2200-01-01,etf
510600.XSHG,沪50ETF,H50ETF,2018-09-20,2200-01-01,etf
510610.XSHG,能源行业,NYHY,2013-05-08,2016-07-05,etf
510620.XSHG,材料行业,CLHY,2013-05-08,2016-08-12,etf
510630.XSHG,消费30,XFHY,2013-05-08,2200-01-01,etf
510650.XSHG,金融行业,JRHY,2013-05-08,2200-01-01,etf
510660.XSHG,医药行业,YYHY,2013-05-08,2200-01-01,etf
510680.XSHG,万家50,WJ50,2013-12-02,2200-01-01,etf
510690.XSHG,180金融,180JR,2020-06-22,2022-03-02,etf
510700.XSHG,百强ETF,BQETF,2013-05-31,2016-05-12,etf
510710.XSHG,上50ETF,S50ETF,2015-06-15,2200-01-01,etf
510720.XSHG,红利国泰,HLGT,2024-05-15,2200-01-01,etf
510760.XSHG,上证ETF,SZETF,2020-09-09,2200-01-01,etf
510770.XSHG,G60创新,G60CX,2021-09-28,2200-01-01,etf
510800.XSHG,上证50,SZ50,2018-01-15,2200-01-01,etf
510810.XSHG,上海国企,SHGQ,2016-08-29,2200-01-01,etf
510820.XSHG,上海改革,SHGG,2019-07-09,2019-08-19,etf
510850.XSHG,工银上50,GYS50,2019-03-06,2200-01-01,etf
510860.XSHG,兴业50,XY50,2021-01-12,2022-03-16,etf
510880.XSHG,红利ETF,HLETF,2007-01-18,2200-01-01,etf
510890.XSHG,红利低波,HLDB,2019-06-24,2021-09-06,etf
510900.XSHG,H股ETF,HGETF,2012-10-22,2200-01-01,etf
510950.XSHG,上证广发,SZGF,2024-05-10,2200-01-01,etf
510980.XSHG,上证综合,SZZH,2023-12-01,2200-01-01,etf
510990.XSHG,ESG180,ESG180,2021-07-01,2200-01-01,etf
511000.XSHG,长三角债,CSJZ,2020-10-29,2021-04-16,etf
511010.XSHG,国债ETF,GZETF,2013-03-25,2200-01-01,etf
511020.XSHG,活跃国债,HYGZ,2019-02-22,2200-01-01,etf
511030.XSHG,公司债,GSZ,2019-03-22,2200-01-01,etf
511050.XSHG,兴业地债,DFZETF,2020-07-30,2021-08-30,etf
511060.XSHG,5年地债,5NDZ,2019-12-12,2200-01-01,etf
511090.XSHG,30年国债,30NGZ,2023-06-13,2200-01-01,etf
511100.XSHG,基准国债,JZGZ,2023-12-25,2200-01-01,etf
511130.XSHG,国债30年,GZ30N,2024-03-28,2200-01-01,etf
511180.XSHG,上证转债,SZZZ,2020-08-26,2200-01-01,etf
511210.XSHG,企债ETF,QZETF,2013-08-16,2018-01-25,etf
511220.XSHG,城投ETF,CTETF,2014-12-16,2200-01-01,etf
511230.XSHG,周期债,ZQZ,2017-04-21,2021-03-26,etf
511260.XSHG,十年国债,SNGZ,2017-08-24,2200-01-01,etf
511270.XSHG,10年地债,10NDZ,2018-11-22,2200-01-01,etf
511280.XSHG,中期信用,ZQXY,2018-05-31,2021-10-21,etf
511290.XSHG,国债十年,GZSN,2018-04-27,2020-10-29,etf
511310.XSHG,十年债,SNZ,2018-04-26,2023-03-07,etf
511360.XSHG,中证短融ETF,ZZDRETF,2020-09-25,2200-01-01,etf
511380.XSHG,转债ETF,ZZETF,2020-04-07,2200-01-01,etf
511520.XSHG,政金债券ETF,ZJZQETF,2022-10-25,2200-01-01,etf
