,open,close,high,low,volume,money
2020-01-02,3.48,3.55,3.57,3.45,14269076.0,50150607.61
2020-01-03,3.55,3.65,3.91,3.54,29648673.0,109265110.67
2020-01-06,3.76,3.81,3.84,3.68,38727059.0,145192568.74
2020-01-07,3.71,3.73,3.75,3.67,21213728.0,78555477.91
2020-01-08,3.76,3.64,3.78,3.64,18960086.0,70353658.94
2020-01-09,3.6,3.66,3.67,3.6,13093022.0,47626972.18
2020-01-10,3.65,3.61,3.67,3.58,8360154.0,30175820.0
2020-01-13,3.61,3.61,3.62,3.54,7355990.0,26375498.72
2020-01-14,3.62,3.63,3.64,3.6,8892127.0,32205949.0
2020-01-15,3.63,3.56,3.64,3.54,7867287.0,28108011.0
2020-01-16,3.56,3.51,3.59,3.5,6408236.0,22666037.92
2020-01-17,3.52,3.52,3.53,3.5,5780243.0,20326002.95
2020-01-20,3.51,3.53,3.54,3.47,6096874.0,21363299.4
2020-01-21,3.53,3.48,3.53,3.48,5843829.0,20445302.18
2020-01-22,3.48,3.49,3.5,3.42,5458224.0,18869964.02
2020-01-23,3.49,3.37,3.49,3.35,10242235.0,34851376.0
2020-02-03,3.03,3.03,3.03,3.03,2491732.0,7538018.0
2020-02-04,2.72,2.94,2.97,2.72,14403021.0,41745677.96
2020-02-05,2.91,2.98,3.03,2.91,8537910.0,25489364.76
2020-02-06,2.98,3.02,3.03,2.96,8902253.0,26663927.4
2020-02-07,2.99,3.02,3.03,2.98,7953988.0,23892529.04
2020-02-10,3.03,3.08,3.09,3.0,9860633.0,30196087.69
2020-02-11,3.09,3.1,3.14,3.06,11129875.0,34565239.64
2020-02-12,3.1,3.13,3.13,3.08,5462906.0,17004910.9
2020-02-13,3.13,3.12,3.21,3.11,10789107.0,34059926.86
2020-02-14,3.11,3.09,3.13,3.06,7775991.0,24087281.43
2020-02-17,3.11,3.2,3.23,3.11,13682748.0,43583816.28
2020-02-18,3.19,3.22,3.23,3.16,11738838.0,37548729.29
2020-02-19,3.22,3.18,3.22,3.18,8130564.0,25997907.0
2020-02-20,3.19,3.23,3.25,3.18,11345724.0,36486775.45
2020-02-21,3.24,3.26,3.28,3.23,9844297.0,32052809.21
2020-02-24,3.26,3.24,3.27,3.19,9951314.0,32103906.94
2020-02-25,3.15,3.16,3.17,3.08,15460713.0,48469400.38
2020-02-26,3.14,3.17,3.22,3.11,12975072.0,41220236.75
2020-02-27,3.17,3.19,3.22,3.16,10330633.0,32963299.99
2020-02-28,3.09,3.03,3.14,3.02,15077480.0,46358438.55
2020-03-02,3.03,3.13,3.14,3.03,9090774.0,28239634.2
2020-03-03,3.17,3.16,3.2,3.13,10050086.0,31876266.0
2020-03-04,3.15,3.23,3.23,3.14,12619996.0,40353990.4
2020-03-05,3.25,3.35,3.43,3.23,24609921.0,81651721.0
2020-03-06,3.32,3.4,3.4,3.29,17723003.0,59590543.22
2020-03-09,3.37,3.34,3.46,3.31,19495463.0,65770200.74
2020-03-10,3.27,3.39,3.39,3.21,16502686.0,54434742.72
2020-03-11,3.4,3.4,3.55,3.39,19945126.0,68978125.48
2020-03-12,3.38,3.42,3.42,3.3,15422083.0,51691206.32
2020-03-13,3.27,3.44,3.61,3.23,29080653.0,99787345.59
2020-03-16,3.48,3.34,3.48,3.33,21227768.0,71860934.66
2020-03-17,3.31,3.25,3.35,3.14,14769957.0,47881582.96
2020-03-18,3.24,3.19,3.3,3.19,11538166.0,37389983.0
2020-03-19,3.19,3.11,3.19,3.03,11443018.0,35521254.98
2020-03-20,3.14,3.42,3.42,3.14,53757836.0,181075382.57
2020-03-23,3.28,3.39,3.51,3.27,44414015.0,151462180.66
2020-03-24,3.46,3.58,3.58,3.36,41917196.0,145802538.86
2020-03-25,3.6,3.51,3.61,3.45,33263706.0,117162055.02
2020-03-26,3.5,3.42,3.51,3.36,21660927.0,74076219.49
2020-03-27,3.44,3.37,3.45,3.36,13418035.0,45695846.16
2020-03-30,3.33,3.31,3.38,3.27,13158441.0,43456668.38
2020-03-31,3.35,3.5,3.54,3.32,25008983.0,86307204.75
2020-04-01,3.48,3.44,3.51,3.39,16439647.0,56464354.0
2020-04-02,3.41,3.59,3.6,3.38,31117768.0,109322701.11
2020-04-03,3.55,3.48,3.58,3.45,22068793.0,77285627.39
2020-04-07,3.52,3.56,3.61,3.48,25836593.0,91536372.47
2020-04-08,3.52,3.47,3.55,3.46,17431441.0,60851658.6
2020-04-09,3.48,3.57,3.63,3.47,27651447.0,98803932.69
2020-04-10,3.57,3.44,3.62,3.43,24358467.0,85544542.1
2020-04-13,3.45,3.44,3.55,3.41,12344310.0,42897586.98
2020-04-14,3.42,3.43,3.45,3.38,12347009.0,42028187.03
2020-04-15,3.41,3.35,3.41,3.34,12520255.0,42100136.88
2020-04-16,3.36,3.38,3.39,3.34,5594216.0,18821564.0
2020-04-17,3.38,3.31,3.39,3.3,10381445.0,34709257.59
2020-04-20,3.3,3.31,3.32,3.27,6833801.0,22532882.0
2020-04-21,3.3,3.28,3.31,3.26,6384141.0,20950226.8
2020-04-22,3.26,3.35,3.39,3.2,16968062.0,55883773.34
2020-04-23,3.32,3.31,3.35,3.27,12315400.0,40744340.14
2020-04-24,3.3,3.19,3.31,3.19,9291742.0,30054534.4
2020-04-27,3.19,3.18,3.21,3.16,6551001.0,20860393.0
2020-04-28,3.17,3.1,3.18,3.04,8042154.0,24934727.34
2020-04-29,3.08,3.1,3.13,3.06,4719789.0,14625496.54
2020-04-30,3.1,3.14,3.14,3.1,6311558.0,19749165.85
2020-05-06,3.12,3.14,3.15,3.09,9666386.0,30110438.68
2020-05-07,3.14,3.1,3.14,3.1,6437493.0,20085669.53
2020-05-08,3.11,3.1,3.13,3.09,6461322.0,20090628.54
2020-05-11,3.12,3.08,3.12,3.07,6316664.0,19531162.32
2020-05-12,3.08,3.15,3.17,3.08,12306205.0,38630136.8
2020-05-13,3.14,3.1,3.14,3.08,7334697.0,22807246.7
2020-05-14,3.11,3.07,3.11,3.07,6180191.0,19113131.0
2020-05-15,3.09,3.07,3.09,3.05,5823157.0,17904204.0
2020-05-18,3.08,3.11,3.12,3.07,8439169.0,26188199.29
2020-05-19,3.15,3.1,3.15,3.09,6158103.0,19149084.12
2020-05-20,3.11,3.08,3.11,3.07,4397798.0,13581261.0
2020-05-21,3.09,3.11,3.15,3.06,9194620.0,28611070.74
2020-05-22,3.11,3.04,3.12,3.04,6204406.0,19098441.99
2020-05-25,3.04,3.0,3.06,2.98,5337462.0,16086612.68
2020-05-26,3.0,3.03,3.03,3.0,4426864.0,13381049.16
