,open,close,high,low,volume,money
2020-01-02,7.0,7.03,7.13,7.0,15303795.0,108096392.5
2020-01-03,7.11,7.04,7.11,6.94,23824111.0,166871794.96
2020-01-06,7.02,6.85,7.02,6.81,28935025.0,198806041.57
2020-01-07,6.86,6.97,6.97,6.83,15219220.0,105080311.98
2020-01-08,6.99,6.8,6.99,6.8,13125073.0,90088637.14
2020-01-09,6.84,6.89,6.92,6.83,11551261.0,79409555.79
2020-01-10,6.92,6.83,6.92,6.8,8955354.0,61254730.47
2020-01-13,6.83,6.92,6.93,6.81,12144994.0,83582091.9
2020-01-14,6.94,6.96,7.2,6.92,26207162.0,184066343.81
2020-01-15,6.94,6.87,6.98,6.85,12930112.0,89152396.07
2020-01-16,6.87,6.84,6.91,6.82,8060269.0,55232108.76
2020-01-17,6.83,6.75,6.87,6.7,12852870.0,87037134.62
2020-01-20,6.75,6.55,6.75,6.49,26619145.0,174107391.18
2020-01-21,6.56,6.33,6.57,6.32,21774649.0,139018754.2
2020-01-22,6.3,6.37,6.37,6.17,15608821.0,97959456.1
2020-01-23,6.26,6.16,6.34,6.08,16152520.0,100089626.04
2020-02-03,5.54,5.54,5.54,5.54,2444686.0,13552114.0
2020-02-04,4.99,5.18,5.33,4.99,28844769.0,149748766.11
2020-02-05,5.23,5.27,5.32,5.18,17100368.0,89785909.64
2020-02-06,5.26,5.32,5.34,5.19,16126165.0,85161978.15
2020-02-07,5.35,5.3,5.35,5.21,16656928.0,87628684.53
2020-02-10,5.26,5.44,5.45,5.23,18697031.0,100203939.29
2020-02-11,5.43,5.45,5.52,5.41,14019353.0,76493004.1
2020-02-12,5.43,5.44,5.45,5.32,19912945.0,106975833.53
2020-02-13,5.44,5.61,5.84,5.4,31426946.0,176957684.11
2020-02-14,5.62,5.99,6.02,5.6,45551386.0,264164529.83
2020-02-17,5.97,5.92,5.97,5.77,36871463.0,215734100.41
2020-02-18,5.86,5.82,5.87,5.76,26029587.0,151136855.24
2020-02-19,5.82,5.8,5.86,5.76,15413498.0,89601180.07
2020-02-20,5.79,5.82,5.83,5.69,21637823.0,125054991.6
2020-02-21,5.82,5.78,5.83,5.75,17435930.0,100935651.36
2020-02-24,5.77,5.67,5.8,5.64,23220633.0,132200439.87
2020-02-25,5.55,5.63,5.69,5.52,21265640.0,118963376.74
2020-02-26,5.6,5.73,5.83,5.54,31937494.0,183644318.76
2020-02-27,5.74,5.67,5.79,5.64,17263670.0,98185297.9
2020-02-28,5.53,5.42,5.66,5.42,19683520.0,108668843.16
2020-03-02,5.45,5.67,5.71,5.45,19930595.0,112630650.31
2020-03-03,5.73,5.69,5.77,5.63,18470010.0,104918670.6
2020-03-04,5.68,5.85,5.9,5.64,31494380.0,182392746.64
2020-03-05,5.86,5.92,5.94,5.81,28833288.0,169442557.05
2020-03-06,5.85,5.76,5.85,5.75,19384338.0,112178108.78
2020-03-09,5.63,5.57,5.67,5.53,15809806.0,88577574.44
