code,pe_ratio,pb_ratio,total_assets,net_profit,roe
002382.XSHE,-11.5346,0.6903,15346327567.88,-119027907.8,-1.19
002383.XSHE,-21.3141,4.0284,3796499581.33,-20804979.83,-1.22
002384.XSHE,14.6662,1.7958,45691293765.57,507925835.77,2.98
002385.XSHE,-47.2415,2.5459,31540998887.05,-170530356.32,-1.38
002386.XSHE,89.0976,0.8407,20364410185.65,9347530.02,0.19
002387.XSHE,-5.8745,1.6902,37973110576.4,-1111481125.59,-9.36
002388.XSHE,-235.6239,2.2355,3420101299.44,-9198249.76,-0.06
002389.XSHE,51.5905,2.3191,10025006831.91,29906547.47,0.35
002390.XSHE,37.5211,1.2573,9627215378.06,111848036.26,1.32
002391.XSHE,23.2101,0.8664,7959025403.28,42011493.41,0.91
002392.XSHE,16.9454,0.8746,8437990849.18,108200617.57,2.08
002393.XSHE,14.8606,1.0361,5561717405.65,252483963.51,5.59
002394.XSHE,10.9517,0.6483,6114602091.8,29520147.91,0.72
002395.XSHE,-287.0112,5.9599,2235371242.42,12687549.88,1.41
002396.XSHE,32.7059,1.6857,14694781327.09,188960145.97,1.66
002397.XSHE,-9.7466,2.6527,2642094198.53,9931043.5,0.86
002398.XSHE,20.1751,0.9351,6505741268.93,42710178.96,1.15
002399.XSHE,78.9549,1.3873,20120561011.47,19518846.37,0.16
002400.XSHE,50.3604,2.0036,8657789768.92,10635576.1,0.27
002401.XSHE,32.8796,4.2298,2732880035.6,72711552.79,4.67
002402.XSHE,30.2476,3.0036,9241379956.49,128738773.97,3.22
002403.XSHE,-13.5113,1.5261,5138725554.42,-81544448.11,-3.99
002404.XSHE,17.4665,1.7441,3544844173.92,46723223.82,2.21
002405.XSHE,-27.4057,1.8764,13393780454.38,-224581827.08,-1.76
002406.XSHE,55.8399,1.304,4878668738.16,19264441.24,0.54
002407.XSHE,26.6635,2.1702,22768957411.58,261044598.83,2.68
002408.XSHE,-66.44,1.1427,27953531103.46,156359423.78,1.26
002409.XSHE,48.9779,3.9148,11936399433.1,155237416.0,2.07
002410.XSHE,48.3646,4.6465,10652030279.76,24300192.63,0.22
002412.XSHE,23.1641,1.8301,2269739691.9,19075141.71,1.03
002413.XSHE,-8.8304,1.6755,5751616847.19,-46993359.23,-1.08
002414.XSHE,119.6383,4.46,8781007435.54,80909998.58,1.13
002415.XSHE,25.2149,4.5301,127457393562.08,3741807440.08,5.05
002416.XSHE,18.6863,1.9729,15571427923.81,249142813.09,3.45
002418.XSHE,71.4311,2.0841,2557632288.61,5504965.02,0.37
002419.XSHE,28.0906,1.5356,28923556218.66,10252551.19,0.24
002420.XSHE,-62.4429,3.8885,2244535451.63,-40739444.61,-5.9
002421.XSHE,42.2439,2.0092,9400035975.01,27351319.42,0.87
002422.XSHE,19.0327,2.3103,35959920315.0,565383978.0,3.17
002423.XSHE,12.6049,0.7987,128494931303.53,84490714.35,0.65
002425.XSHE,-6.0125,1.0122,4833023259.86,-36553877.08,-0.8
002426.XSHE,-18.1367,1.9453,8014778219.56,-49519350.44,-1.19
002427.XSHE,4.6844,4.8819,2667737646.82,-9158546.87,-0.89
002428.XSHE,-133.6827,5.7353,2539337023.48,2091622.3,0.17
002429.XSHE,16.4349,1.7319,28509266707.85,552649614.09,3.76
002430.XSHE,36.1243,3.4101,21821399672.73,335499573.11,3.86
002431.XSHE,-7.6549,1.1746,19761231126.27,-103613095.3,-2.47
002432.XSHE,20.9544,0.9461,22246455354.91,28250763.32,0.56
002433.XSHE,-1.9516,0.541,6046959924.34,-152413394.08,-4.3
002434.XSHE,26.843000000000004,1.6535,10331807277.84,65204963.78,1.2
002436.XSHE,125.9032,3.742,14831402321.79,156603930.92,2.6
002437.XSHE,-56.4082,3.0826,3559331478.34,198778029.0,11.32
002438.XSHE,24.2522,1.9397,5590115187.43,76163604.43,2.47
002439.XSHE,29.6536,4.4231,9887550876.79,55763157.52,0.76
002440.XSHE,44.2854,0.7384,12174858810.48,-38880477.83,-0.44
002441.XSHE,21.5345,1.1289,6985091222.51,49241602.34,1.02
002442.XSHE,29.6614,1.9813,3744827218.66,47166402.65,2.82
002443.XSHE,11.6139,1.0808,4593444087.98,101964907.77,2.8
002444.XSHE,16.2876,1.838,21132760784.9,636285880.89,4.37
002445.XSHE,67.4132,2.6303,2576837880.66,1039579.85,0.05
002446.XSHE,35.2915,2.296,4269843672.65,14960089.19,0.46
002448.XSHE,13.6722,1.1812,5229886958.38,79328379.93,2.36
002449.XSHE,74.2703,1.5424,6479083007.03,27211571.06,0.72
002451.XSHE,225.2918,4.0862,1648842454.81,4142987.12,0.52
002452.XSHE,31.898000000000003,1.9569,3257516951.0,79349175.91,3.57
002453.XSHE,-90.64399999999999,5.8021,2404624634.97,-26396482.42,-1.61
002454.XSHE,32.594,1.2284,7346345836.59,22982631.41,0.5
002455.XSHE,-95.2963,2.1381,11716878155.22,-3440895.89,0.02
002456.XSHE,-12.8947,9.4878,17520640411.54,81060305.45,1.84
002457.XSHE,33.9166,1.3909,4092312827.75,-4979734.46,-0.13
002458.XSHE,16.5582,3.4759,5781910274.3,117998727.11,3.53
002459.XSHE,7.6282,1.9808,103999178852.36,1959488023.27,5.76
002460.XSHE,7.3673,1.7798,92862318954.04,32743062.5,0.33
002461.XSHE,26.0516,1.7493,15244982753.42,282710275.78,2.81
002462.XSHE,14.4595,0.9812,16365313319.64,128093001.22,1.94
002463.XSHE,30.3034,4.6228,14867429620.0,452290312.0,5.18
002465.XSHE,50.5077,2.9868,16436473017.25,50645587.52,0.44
002466.XSHE,5.6376,1.7404,74431600384.02,5880891691.39,3.17
002467.XSHE,110.5503,2.9983,2695974157.46,27752406.5,1.2
002468.XSHE,40.0455,1.4243,22043224329.68,1362097.77,0.03
002469.XSHE,14.2026,1.4921,3272006481.38,83827167.22,3.22
002470.XSHE,-7.3722,2.3029,12791181943.69,-315034260.63,-11.85
002471.XSHE,17.0217,2.4307,5620242381.68,3450571.73,0.23
002472.XSHE,29.1231,2.9016,13209221469.29,230379369.79,2.94
002474.XSHE,-60.8472,2.6105,2690357885.86,-21010545.85,-1.28
002475.XSHE,24.3349,4.7317,172332173876.79,3549132699.93,5.9
002476.XSHE,-1902.0955,4.5097,1302747163.61,3726497.46,0.43
002478.XSHE,6.5819,0.9712,7826177147.95,179103629.24,3.46
002479.XSHE,16.0839,1.0435,8846561051.45,117560959.61,1.57
002480.XSHE,-6.7916,2.5098,12680145778.14,-36094482.8,-3.87
002481.XSHE,-44.8703,2.3153,3494764801.1,61778528.5,2.67
002482.XSHE,-1.4080000000000001,-1.4288,9263673094.76,-277974734.2,4.24
002483.XSHE,45.4305,1.1159,11583294438.21,84643357.05,1.43
002484.XSHE,18.7798,2.5462,7086176994.33,187397597.54,3.55
002486.XSHE,32.0066,2.2806,1278671161.68,25388881.88,2.3
002487.XSHE,32.0451,2.4612,10035084770.31,135322718.17,1.98
002488.XSHE,-9.013,1.7688,7789405095.84,9160889.75,0.23
002489.XSHE,42.6733,1.8104,6070463561.7,-222022104.63,-5.75
002491.XSHE,25.169,2.6488,6032091353.4,-26654052.74,-1.07
002492.XSHE,20.7093,1.4688,2044000694.86,30832024.08,1.82
002493.XSHE,-52.3145,2.3218,369168967642.96,2170079950.83,2.74
002494.XSHE,-8.469,1.6752,1750974342.52,-370743.38,-0.01
002495.XSHE,-36.9349,2.6367,1176561219.7,-32538676.4,-2.83
002496.XSHE,-5.93,1.5663,3160093866.6,-55039198.2,-2.83
002497.XSHE,8.3766,1.3558,16327191252.92,-129163599.55,-1.27
002498.XSHE,16.1294,1.7494,10490044382.33,280177296.65,3.78
002500.XSHE,36.1664,1.1063,77880972763.0,-59270726.0,-0.29
002501.XSHE,-16.0148,4.456,1689694241.45,-36475255.22,-3.15
002505.XSHE,-28.6831,2.0586,17633788645.03,-179842414.18,-3.11
002506.XSHE,52.9048,6.6896,14139310690.11,30764787.27,1.3
002507.XSHE,19.1378,2.0415,8590608174.37,188845607.61,2.37
002508.XSHE,12.0745,1.9422,15960765016.17,538676945.1,5.24
002510.XSHE,79.5685,2.2356,6202328239.94,35044467.04,1.71
002511.XSHE,55.4009,2.5043,8941770801.8,80776988.6,1.53
002512.XSHE,-41.9262,9.4304,4589553792.53,-689189.57,0.67
002513.XSHE,-5.8205,11.5941,1460768263.53,-44317506.0,-18.13
002514.XSHE,-462.2598,5.7473,2935543855.32,-43050026.62,-3.87
002515.XSHE,288.0387,2.6541,2608464446.83,537906.7,0.03
002516.XSHE,38.0064,2.0214,4248990467.96,64469360.69,1.85
002517.XSHE,20.1492,4.7887,6314596525.35,360812406.5,7.19
002518.XSHE,17.9687,3.9955,6890780768.4,195743897.71,4.83
002519.XSHE,38.0722,2.2375,4263424022.63,23416660.48,0.78
002520.XSHE,-11.9608,2.4933,5120467583.97,-7793237.95,-0.36
002521.XSHE,25.2271,1.1199,4978943822.58,109745668.28,3.04
002522.XSHE,40.9919,1.9580000000000002,3614846025.52,24563562.27,1.42
002523.XSHE,4266.4586,1.7947,4112585173.38,-4968853.72,-0.14
002524.XSHE,-16.7043,11.78,1560561323.19,5811779.35,1.84
002526.XSHE,28.3282,1.67,4980171272.9,46902657.76,1.48
002527.XSHE,-6.9425,3.2595,4769814708.58,-45018949.08,-2.24
002529.XSHE,-22.454,6.1729,1286550421.92,-23392065.14,-4.29
002530.XSHE,-23.6396,5.1314,2625876225.16,-13310948.64,-1.35
002531.XSHE,21.6253,2.3606,24194651196.36,137057669.22,1.6
002532.XSHE,14.8385,1.1873,56886632514.05,617091393.59,2.66
002533.XSHE,12.7453,1.6026,8917200002.28,141897281.16,3.36
002534.XSHE,56.4331,2.4509,16592997945.16,47691716.53,0.85
002535.XSHE,35.1556,7.5561,4014820506.05,27656451.07,5.72
002536.XSHE,31.9049,2.5039,5077310148.26,80915007.27,2.98
002537.XSHE,93.065,1.743,9282314109.18,29917306.07,0.96
002538.XSHE,34.3209,0.9818,6541299762.58,-23123477.54,-0.44
002539.XSHE,11.0228,1.2288,20092329730.27,191390435.58,2.54
002540.XSHE,10.652999999999999,1.5351,7390032955.26,167133993.72,3.02
002541.XSHE,12.7276,1.7272,22896189886.82,336720503.01,3.83
002542.XSHE,-5.9159,1.9421,8363234035.24,-105625130.1,-3.96
002543.XSHE,11.7468,1.4482,7918584226.65,145580349.19,3.23
002544.XSHE,88.6378,3.6867,10246451276.68,-5357024.58,-0.03
002545.XSHE,14.3761,1.0433,12978864305.67,146316321.01,1.73
002546.XSHE,38.9936,1.3022,3613212945.98,2090653.05,0.07
002547.XSHE,-25.362,11.8158,5046185293.1,-48669257.2,-10.0
002548.XSHE,-18.1671,2.5231,6421989521.64,-69916591.97,-3.78
002549.XSHE,201.0333,3.5435,2871057678.99,-24522589.31,-1.49
002550.XSHE,29.7591,3.0499,2738221899.45,73982341.32,3.25
002551.XSHE,-13.7381,1.2406,4177485525.85,7188360.31,0.07
002552.XSHE,220.5696,2.9725,4993090523.73,3303224.55,0.17
002553.XSHE,-184.5275,3.6702,1375834970.61,19543435.35,1.63
002554.XSHE,26.1746,1.6427,5618416629.49,47006249.84,1.89
002555.XSHE,14.4355,3.3808,18720368965.64,959213995.76,7.77
002556.XSHE,43.4925,1.4556,11923486957.29,-115781592.64,-2.88
002557.XSHE,20.6433,3.3868,8904965461.35,238540811.31,4.59
002558.XSHE,18.9501,1.7338,14257534430.17,423139207.75,3.33
002559.XSHE,3429.7062,3.6486,4498070576.67,26538018.78,1.86
002560.XSHE,26.2969,1.4564,4732028551.01,24510316.68,0.75
002561.XSHE,76.3382,2.0036,2764430868.58,9867297.4,0.35
002562.XSHE,127.3456,1.361,5804856055.53,-42301782.91,-1.3
002563.XSHE,12.9804,1.386,17458863359.75,316521150.43,2.86
002565.XSHE,-125.5576,1.8959,2785822073.72,30564311.09,1.14
002566.XSHE,36.3004,1.3422,3033011020.84,10233975.85,0.5
002567.XSHE,-13.2689,1.7317,19080197519.08,-264856514.87,-3.99
002568.XSHE,29.3013,6.907,7213709171.22,225432747.12,5.57
002570.XSHE,-24.9656,2.6666,3883811446.16,6838728.58,0.33
002571.XSHE,-15.7922,2.0735,3043075361.57,-7721341.22,-0.4
002572.XSHE,12.6604,2.5186,13054831534.12,475730048.46,7.71
002573.XSHE,20.8956,1.0871,23582878493.02,66231710.46,1.01
002574.XSHE,-27.377,1.0388,6247072946.09,42317913.81,1.4
002575.XSHE,209.1446,4.5011,840813510.88,5386196.17,0.65
002576.XSHE,30.4931,2.3761,1679140453.58,18354681.17,1.57
002577.XSHE,232.9434,4.3076,1234207709.07,9388501.15,0.81
002578.XSHE,105.5009,2.7203,2320196407.76,6552717.38,0.4
002579.XSHE,-25.6873,2.1273,6591899373.24,-21001426.96,-0.84
002580.XSHE,18.5063,1.949,3268600201.26,54469225.45,2.81
002581.XSHE,-194.8766,3.9924,2799066092.19,89381685.35,3.53
002582.XSHE,-19.6276,0.8409,5245666777.41,-23438271.94,-0.55
002583.XSHE,53.4535,1.6909999999999998,11857908220.77,64623337.29,1.1
002584.XSHE,195.5793,2.4459,4904170680.96,17285692.46,0.73
002585.XSHE,-392.8363,0.9801,12938248609.77,17116308.07,0.18
002587.XSHE,2047.8366,4.0141,1975414383.17,-13276699.13,-0.91
002588.XSHE,12.4345,1.2331,12000098604.13,191858203.08,3.07
002589.XSHE,-2.6263,0.8973,17427544905.61,-13754412.15,-0.21
002590.XSHE,24.5268,2.5726,4991650949.94,35157297.17,1.63
002591.XSHE,-32.1498,3.0308,1098359410.41,-9693871.54,-1.34
002593.XSHE,93.8886,1.3464,5367507122.27,9037232.2,0.38
002594.XSHE,20.0993,4.4388,623283496000.0,10886708000.0,8.35
002595.XSHE,15.8824,2.9168,9437406028.5,393705818.07,4.95
002596.XSHE,-5.2741,2.3182,4287616710.4,-12783294.45,-0.83
002597.XSHE,13.4865,1.8402,10103039708.63,160219963.46,2.33
002598.XSHE,28.788,2.8437,2481542131.37,38207386.55,3.29
002599.XSHE,-192.9908,2.5015,2551606305.76,10857795.01,0.62
002600.XSHE,21.153000000000002,2.6197,38082532359.79,623167154.44,3.48
002601.XSHE,17.1168,1.7551,64062846375.13,887096320.37,3.85
002602.XSHE,-6.0533,1.5148,35522012368.56,596271155.06,2.21
002603.XSHE,14.2427,3.2508,17435003796.98,150886383.41,1.3
002605.XSHE,14.9147,2.8427,4637078375.4,156332548.55,4.77
002606.XSHE,68.8134,2.234,2263288130.54,2027860.83,0.15
002607.XSHE,-674.0467,24.622,8372112755.39,160047301.75,16.99
002608.XSHE,17.4656,0.8349,85841484253.74,1236970924.24,2.86
002609.XSHE,82.3913,3.0416,3820761915.05,58372842.72,2.25
002611.XSHE,11.2552,1.4204,7428547150.02,77606961.95,1.52
002612.XSHE,46.8255,2.8163,7479447744.17,68106841.21,1.98
002613.XSHE,47.3651,2.6786,2482204603.22,11825299.24,0.61
002614.XSHE,36.3393,1.041,8057556413.63,56840741.58,1.16
002615.XSHE,19.1329,2.5313,2578366848.4,108012092.99,8.05
002616.XSHE,18.9935,1.5764,10056513112.82,36884096.82,1.4
002617.XSHE,-1506.4128,1.9973,10121442902.41,62298803.71,1.3
002620.XSHE,-59.0856,3.8017,4550895904.24,-67200076.81,-12.82
002622.XSHE,-12.1022,4.6486,1692740060.68,23411016.13,1.48
002623.XSHE,49.6546,1.646,5482459942.71,47533948.75,1.42
002624.XSHE,41.7664,2.528,14880719509.73,249272056.6,2.61
002625.XSHE,60.5079,3.6667,9438156121.79,146994011.96,1.71
002626.XSHE,65.6934,2.5726,5364891863.55,61058816.91,1.55
002627.XSHE,38.586,1.2656,4369764600.52,42713201.9,1.41
002628.XSHE,40.5743,0.8334,7330660812.42,10878243.26,0.35
002629.XSHE,-73.2514,27.0818,203073879.6,7986991.94,16.99
002630.XSHE,-5.7038,4.7536,9928992132.63,1024638.84,1.68
002631.XSHE,-126.3263,2.391,4855594651.56,-4196270.43,-0.01
002632.XSHE,18.5208,2.8081,3020125007.0,54539021.14,2.51
002633.XSHE,-60.4724,4.1383,627031841.65,286817.17,0.07
002634.XSHE,132.7426,3.2742,3102810188.31,1455916.76,0.37
002635.XSHE,45.0776,1.8813,7692938786.78,98849491.24,1.71
002636.XSHE,124.8292,1.8734,6042475550.19,-8783559.66,-0.24
002637.XSHE,-166.9891,1.3474,8073886250.41,58113983.56,1.89
002638.XSHE,135.97799999999998,1.4828,2931231366.38,-25022392.32,-0.94
002639.XSHE,-29.3979,2.3209,4545494782.59,4689612.83,0.22
002640.XSHE,-822.6754,4.3644,4253451186.64,-22369406.17,-1.51
002641.XSHE,21.0162,1.1679,8021436303.27,109867521.95,2.06
002642.XSHE,-141.3194,3.8496,2845883921.19,-44172855.94,-2.95
002643.XSHE,23.6324,2.3080000000000003,10055142521.96,213765687.53,2.82
002644.XSHE,44.3805,2.8467,2562119394.41,2191645.29,0.12
002645.XSHE,-44.2507,1.8191,5988563529.99,32698910.14,0.87
002646.XSHE,80.429,2.3175,3299775516.34,9135913.14,0.33
002647.XSHE,-21.2567,66.90899999999999,4394268395.23,-50602199.29,-60.99
002648.XSHE,14.5711,2.0154,60152104908.59,1550162803.53,6.5
002649.XSHE,28.4654,1.7915,5406822862.86,86220424.85,2.16
002651.XSHE,22.8026,2.5501,3345687589.6,44258147.61,1.59
002652.XSHE,-55.0515,7.7586,515099396.4,-3837824.34,-1.81
002653.XSHE,68.8344,6.3269,6212976489.68,129545974.79,3.12
002654.XSHE,-218.5263,6.9829,4493030506.85,64303443.3,4.99
002655.XSHE,142.5205,8.0953,1311112693.25,10248455.74,1.56
002657.XSHE,-31.6395,3.1716,2459125901.28,-25819006.2,-1.31
002658.XSHE,29.0486,2.0654,3339035075.86,40132012.72,1.6
002659.XSHE,-41.8917,1.1642,3174578576.55,-5505927.45,-0.25
002660.XSHE,56.6353,3.5067,1825046215.11,16321357.14,1.53
002661.XSHE,87.7226,1.2891,6142508892.62,-23501309.53,0.01
002662.XSHE,11.3239,1.3335,5016749406.74,165018068.12,4.27
002663.XSHE,-15.6813,1.0866,5228084794.88,-8619917.64,-0.22
002664.XSHE,27.6651,2.0601,8303445641.58,73421028.63,2.28
002666.XSHE,145.7536,1.1967,5091069585.76,11023935.53,0.37
002667.XSHE,-35.9124,3.5816,2214394774.83,-45310134.31,-4.88
002668.XSHE,10.3516,5.0623,8417523545.97,408335403.1,14.95
002669.XSHE,31.944000000000003,1.2198,6513432978.53,2124200.15,-0.12
002670.XSHE,-74.1442,1.6375,30858562545.36,-51428502.53,-0.47
002671.XSHE,-6.6442,2.1430000000000002,2572147652.73,95259.59,0.02
002672.XSHE,-7.3783,1.1579,12231906264.73,-192175735.86,-3.18
002673.XSHE,35.2859,1.0290000000000001,95980791226.67,170242437.72,0.59
002674.XSHE,18.4626,1.4928,4007437783.18,99083134.41,3.45
002675.XSHE,57.5166,3.0135,8288821994.79,117630446.12,2.06
002676.XSHE,93.682,2.9087,2538472243.61,93593.07,0.01
002677.XSHE,14.7466,3.3856,2209648870.58,145379517.47,7.83
002678.XSHE,266.8895,2.1328,4774907352.56,-20126172.05,-0.51
002679.XSHE,168.6725,4.0016,2072491721.63,8535125.6,1.18
002681.XSHE,45.7602,3.7179,4499899927.01,78375287.28,3.46
002682.XSHE,-31.0824,2.8555,7251311021.61,-39153239.09,-1.8
002683.XSHE,22.8956,2.456,15316544428.89,247173393.74,2.89
002685.XSHE,-13.0539,1.6633,3643420550.31,-40195979.04,-1.64
002686.XSHE,99.3524,2.3284,2946210601.67,27964931.64,1.64
002687.XSHE,15.9522,1.8664,1975257174.86,53815372.67,3.74
002688.XSHE,49.2946,1.6521,5347009697.4,18183605.13,0.61
002689.XSHE,-69.9846,3.9953,1939091351.21,23880607.93,2.08
002690.XSHE,23.5338,6.6975,3256184231.2,216873201.61,8.73
002691.XSHE,-149.6369,2.9157,1085337456.53,-5363572.21,-0.71
002692.XSHE,51.3543,2.9916,2674093302.03,12688018.98,1.16
002693.XSHE,284.1322,5.9567,861463810.54,-16599909.95,-1.97
002694.XSHE,51.0678,29.5735,1062966817.42,-912485.63,-1.16
002695.XSHE,123.5278,2.025,3391771294.18,17148898.24,0.69
002696.XSHE,344.0249,1.5967,2972911194.01,-9863177.55,-0.7
002697.XSHE,12.6442,1.7118,7851169408.9,150371019.29,3.87
002698.XSHE,34.3642,4.6685,6425382750.96,104283081.07,3.0
002701.XSHE,14.6314,1.2335,16985928765.0,235936191.0,2.85
002702.XSHE,261.3341,3.0036,2186986407.64,2266171.24,0.25
002703.XSHE,209.9463,7.3599,2498336948.18,21231489.34,1.47
002705.XSHE,14.0293,1.6144,14057813783.65,354209362.08,4.71
002706.XSHE,20.3533,2.4651,5646405750.74,138956103.91,3.52
002707.XSHE,-93.0126,9.5758,2608631667.87,50368475.01,6.86
002708.XSHE,-30.5075,3.9245,2707142564.75,-29897786.48,-2.01
002709.XSHE,15.5386,3.6707,25221649638.77,478374351.91,3.53
002712.XSHE,-7.3799,1.9912,2790068269.87,-14064492.68,-0.92
002713.XSHE,-6.0576,226.30700000000002,3000457000.62,-38014539.54,-130.82
002714.XSHE,22.7072,3.5055,189547131797.65,1109979526.79,1.45
002715.XSHE,-25.3774,5.5344,1015763494.53,8490279.9,2.12
002716.XSHE,-69.9622,3.4308,4059227887.49,-11102490.04,-0.61
002717.XSHE,-4.2139999999999995,1.8871,16738753703.56,-97515248.53,-3.19
002718.XSHE,30.1731,2.0665,1680880074.29,11975105.48,1.1
002719.XSHE,-20.3909,4.0939,1379901009.96,-26104841.09,-5.18
002722.XSHE,26.9292,1.315,2908626162.29,38194797.66,1.56
002723.XSHE,511.18699999999995,2.5916,2862871994.04,-20519883.22,-1.5
002724.XSHE,45.3188,2.1797,3821828547.66,4807344.48,0.3
002725.XSHE,-60.6247,2.9028,1307771271.73,-1783657.02,-0.18
002726.XSHE,-14.0439,3.7084,7277729577.33,-30428874.36,-0.94
002727.XSHE,13.5521,1.754,16321717499.21,183849926.79,2.33
002728.XSHE,24.2118,3.8863,2450671468.83,36357138.35,2.33
002729.XSHE,157.6334,8.5354,601302709.85,9197328.43,1.9
002730.XSHE,30.3817,2.2522,2554221664.8,38100552.25,2.3
002731.XSHE,26.7981,1.9789,4941878272.44,11005126.75,2.31
002732.XSHE,19.0706,2.2244,1893975294.88,44170907.29,3.35
002733.XSHE,25.333000000000002,2.0766,5224600039.41,69573217.88,2.53
002734.XSHE,47.1377,1.1401,7068094668.97,-35765247.8,-1.29
002735.XSHE,164.8335,5.976,2133991602.92,14135986.67,1.28
002736.XSHE,13.2411,1.0372,409259391130.04,1284100570.56,1.18
002737.XSHE,12.5463,3.3798,6344984520.59,208150374.61,4.86
002738.XSHE,8.1907,2.2562,15910426007.49,566994319.77,4.8
002739.XSHE,-103.2004,3.5111,26359867242.16,700983912.66,8.85
002741.XSHE,-22.0227,3.9389,3606678026.44,-63847731.32,-4.15
002743.XSHE,23.4468,0.8166,10515448120.61,39236689.74,1.2
002745.XSHE,85.5632,0.9442,23694826660.22,155659552.13,1.08
002746.XSHE,20.6901,1.3095,6733425471.49,64887541.36,1.38
002747.XSHE,86.7576,5.9022,9824931409.83,42338203.47,1.57
002749.XSHE,30.1636,3.2019,2522340395.99,58139243.29,3.25
002752.XSHE,18.2448,1.6712,8398481419.78,119401352.72,3.96
002753.XSHE,68.7768,1.3835,3277840453.76,63648561.07,2.85
002755.XSHE,-29.3442,3.5847,3443082484.66,-39108774.63,-0.94
002756.XSHE,5.5171,2.2063,15430855556.67,1189785005.8,9.23
002757.XSHE,14.2203,1.9445,4040248114.7,75704357.64,3.1
002758.XSHE,12.3273,1.2408,20316058715.09,135287079.72,1.42
002759.XSHE,573.6721,1.4185,6531269017.39,8042517.6,0.07
002760.XSHE,-4051.0693,2.4966,1566963665.31,-38814444.18,-4.01
002761.XSHE,23.6233,1.68,118088494905.82,36222421.99,-0.07
002762.XSHE,-33.6774,3.6891,942549340.64,-3423564.23,-0.4
002763.XSHE,18.8313,1.681,2835069274.87,40165826.97,1.68
002765.XSHE,43.1442,1.5606,5365120313.29,9956569.29,0.38
002766.XSHE,182.9239,6.7287,1270370487.9,15958138.12,2.38
002767.XSHE,67.8566,2.9164,1129196883.1,7738172.03,0.9
002768.XSHE,11.4668,1.3256,14367041085.91,140821831.4,2.94
002769.XSHE,-21.3143,2.4447,7163163499.01,-18813992.31,-1.32
002771.XSHE,-125.3198,9.0446,1025866176.43,-34265192.69,-4.65
002772.XSHE,14.3974,0.9239,6839082194.3,-22279780.5,-0.64
002773.XSHE,17.5275,2.2359,8392332820.84,296500024.95,4.03
002774.XSHE,22.599,2.2972,2102188795.09,39926644.8,3.37
002775.XSHE,-7.2915,7.561,5501749234.12,-32061531.52,-7.21
002777.XSHE,59.1495,6.3418,2526251646.06,32376531.0,1.82
002778.XSHE,-46.2971,3.3691,1445681776.49,-24195489.17,-3.49
002779.XSHE,70.2643,4.698,920086115.55,6682300.04,0.96
002780.XSHE,152.4149,2.9683,1113603185.07,-1902399.46,0.1
002782.XSHE,39.7551,3.7797,4225097982.04,75264107.58,3.93
002783.XSHE,31.3883,2.9105,7528081820.6,81302780.94,3.76
002785.XSHE,-201.952,6.0308,1767603166.94,-2235549.04,-0.16
002786.XSHE,-28.1134,83.4968,3706169566.55,-83448108.41,-59.81
002787.XSHE,-266.7457,2.1356,2801675889.9,13705965.34,0.91
002788.XSHE,9.8037,1.2254,11421596888.22,68963424.19,2.58
002789.XSHE,153.1937,11.3147,9557462148.81,13107688.65,0.06
002790.XSHE,18.7532,2.1426,2593895306.99,61862960.52,3.12
002791.XSHE,63.3713,2.6244,10095795092.84,141265620.69,2.69
002792.XSHE,95.8549,2.4137,3576574075.3,14971619.5,0.54
002793.XSHE,-6.087000000000001,1.9756,5858998970.23,-124885890.78,-3.41
002795.XSHE,-34.5174,3.7681,1733134510.86,-20216741.53,-1.17
002796.XSHE,-113.90299999999999,3.4985,1400402210.44,-12028678.06,-1.29
002797.XSHE,62.8749,1.6514,51302364083.79,19419970.53,0.08
002798.XSHE,-2.1369,1.0090000000000001,7349042576.43,-4663214.62,-0.17
002799.XSHE,75.4027,2.3542,2400527289.23,-27867636.08,-0.88
002800.XSHE,-2779.8331,3.2582,845255708.96,4667588.0,0.47
002801.XSHE,18.0065,3.1126,1827046559.45,56676244.34,3.57
002802.XSHE,38.0579,3.5734,699441365.05,11643610.55,1.8
002803.XSHE,25.8687,3.505,3278588720.92,128337673.27,5.89
002805.XSHE,-29.9465,1.9468,6977250688.49,-56593247.53,-1.85
002806.XSHE,-55.1153,2.3542,1972869207.51,-22175648.92,-1.93
002807.XSHE,4.3936,0.5279,175584140000.0,399815000.0,2.7
002809.XSHE,24.6173,1.4527,2095964451.48,14613519.96,0.93
002810.XSHE,26.1389,3.5953,3739464965.4,72621029.86,3.59
002811.XSHE,-24.3366,2.4321,2593190269.41,6917405.28,0.56
002812.XSHE,18.9739,2.0666,47224313448.84,796604463.59,2.8
002813.XSHE,-226.7843,11.2409,520924177.32,-5356130.28,-1.42
002815.XSHE,19.3166,1.5048,11979322608.94,98229868.36,1.31
002817.XSHE,38.6054,2.9401,1108915261.96,17072176.83,1.94
002818.XSHE,11.7499,1.6247,6884420799.76,193403066.88,3.23
002819.XSHE,9.6298,1.7381,4870332379.29,-62156808.27,-1.49
002820.XSHE,61.1735,2.3312,1092099663.01,22635735.26,2.33
002821.XSHE,15.378,2.4617,19764226099.24,518816647.42,3.06
002823.XSHE,101.7708,2.787,3794991250.1,36676276.3,2.61
002824.XSHE,34.2853,3.5078,3220824991.45,51843511.68,3.2
002825.XSHE,130.0079,2.1413,2291678834.82,17770625.29,1.18
002826.XSHE,48.3851,3.0027,983956526.95,9748004.79,1.29
002827.XSHE,47.9865,5.7065,2523485236.6,61091675.07,6.21
