code,pe_ratio,pb_ratio,total_assets,net_profit,roe
603663.XSHG,44.1856,3.6789,2026441695.8,-366390.21,0.2
603665.XSHG,96.9354,3.6942,3572245954.05,21256177.03,1.24
603666.XSHG,-31.9046,2.8173,3586395872.2,-40129788.89,-1.73
603667.XSHG,67.0788,2.9911,4771054980.2,41101954.42,1.53
603668.XSHG,-40.6444,3.9643,8827706444.92,-47963624.97,-2.87
603669.XSHG,-17.8969,4.2398,1803026620.92,-26861163.49,-2.56
603676.XSHG,19.2147,3.3764,1771936303.69,76239537.78,5.85
603677.XSHG,39.9667,2.6043,2082560657.32,20441594.34,1.79
603678.XSHG,32.3326,2.2808,8016656045.19,27234354.09,0.71
603679.XSHG,-1049.6638,2.7742,1515521364.69,34809689.92,3.93
603680.XSHG,27.5892,1.4821,9112194357.08,91669654.93,1.92
603681.XSHG,75.4576,1.1863,6182210422.92,70261546.55,2.87
603682.XSHG,25.7225,2.4298,5366743155.4,6488039.73,0.86
603683.XSHG,71.0151,2.3096,2178976232.03,26681874.23,2.19
603685.XSHG,-65.7493,2.3588,3354287821.06,2818586.5,0.4
603686.XSHG,17.7762,1.3005,6123897231.2,73051234.62,1.69
603687.XSHG,59.7971,2.3680000000000003,4377485532.25,46545858.86,1.47
603688.XSHG,6.6932,4.3867,8103581867.47,1778070126.74,28.33
603689.XSHG,11.8895,1.4206,6904711555.4,123241523.99,4.11
603690.XSHG,31.4665,2.1228,11759939898.0,80325616.95,1.89
603693.XSHG,21.0536,1.5796,15934799086.12,40921477.89,0.66
603696.XSHG,94.84,4.4812,652449117.18,7906755.11,1.43
603697.XSHG,25.5561,2.1794,1971562380.01,25748533.0,1.42
603698.XSHG,44.4667,2.418,5154937624.98,32609343.89,1.02
603699.XSHG,14.8891,2.9329,7683600505.84,253184725.66,7.26
603700.XSHG,20.1866,1.8595,2305811564.52,30808728.27,1.98
603701.XSHG,311.6432,5.4195,1039101972.74,1167194.83,-0.09
603703.XSHG,4390.1312,6.2764,1861103747.79,-1361423.18,-0.23
603706.XSHG,20.7456,2.0131,2554242120.42,4237120.06,0.5
603707.XSHG,23.7024,3.5762,11122721263.4,214814857.18,3.2
603708.XSHG,113.0559,3.3786,14788724989.96,21009376.01,0.94
603709.XSHG,-241.3721,2.8767,1247522763.61,12443692.68,2.09
603711.XSHG,24.0759,2.2969,4957256845.02,47553757.69,1.56
603712.XSHG,31.1413,5.3634,9703242031.38,104246541.98,2.23
603713.XSHG,16.4394,2.1854,11679110579.01,174482174.24,3.75
603716.XSHG,-14.6282,1.7368,3752691347.2,709526.64,-0.38
603717.XSHG,-5.2137,2.1767,3616689883.79,-35107746.05,-2.35
603718.XSHG,45.0958,5.9514,1575678920.06,-8553974.79,-0.58
603719.XSHG,36.1145,3.4539,5111482975.74,1454466.93,0.08
603721.XSHG,988.3677,7.0047,884594613.45,2426043.88,0.41
603722.XSHG,127.2264,6.2455,938796309.35,5014729.92,0.69
603725.XSHG,-22.2709,3.6123,2866304591.56,48190601.99,5.77
603726.XSHG,30.7151,2.384,2229833737.47,31601818.77,2.76
603727.XSHG,-40.8842,1.1028,4753083501.82,-15054066.33,-0.47
603728.XSHG,161.5734,9.8609,3861592729.46,30878904.98,1.1
603729.XSHG,-20.730999999999998,8.0389,633017898.4,109659.68,0.32
603730.XSHG,29.5802,4.2397,7246243426.33,200386705.92,4.69
603733.XSHG,21.6976,1.6845,17548912652.67,202532473.92,2.9
603737.XSHG,43.0091,8.8765,15388422746.42,241004187.09,8.94
603738.XSHG,74.9638,3.6749,2003906458.59,27972504.01,1.59
603739.XSHG,54.2771,2.2765,2926073403.72,30288027.9,1.42
603755.XSHG,51.2227,3.6734,961255966.99,17785391.61,2.53
603757.XSHG,11.8786,2.5449,2641857432.87,81685534.02,5.06
603758.XSHG,17.6822,1.9898,3139283646.09,77389907.08,3.17
603759.XSHG,16.9448,1.5426,5957239764.69,52033117.4,2.15
603766.XSHG,20.2199,1.2526,13840776636.86,268398197.36,3.48
603767.XSHG,76.7258,3.2726,1891663680.68,30212242.3,2.11
603768.XSHG,27.7404,1.909,4927087270.55,25094578.46,1.27
603773.XSHG,-18.4746,4.2735,3778987807.13,855576.7,-0.67
603776.XSHG,-21.4538,1.0548,4695918542.08,-23702123.35,-0.68
603777.XSHG,125.9024,2.5039,3268570452.64,-49479503.71,-2.72
603778.XSHG,-32.2911,3.3559,3296444314.36,16371186.72,1.2
603779.XSHG,714.1104,5.2313,1308679530.84,10271434.1,1.47
603786.XSHG,52.9994,6.4163,6095338677.51,191672288.77,4.1
603787.XSHG,25.3307,1.8539,3961516081.15,55614974.03,3.67
603788.XSHG,26.4606,1.6958,2339171883.48,44299420.14,2.29
603789.XSHG,-23.4026,6.4664,1169475985.8,-14545199.35,-3.04
603790.XSHG,71.2367,2.1911,1696121917.69,20835232.61,1.71
603797.XSHG,13.7718,1.1014,10439468601.4,74245402.59,2.46
603798.XSHG,50.6814,2.1936,1308276102.35,11581823.57,0.98
603799.XSHG,14.3828,1.7539,133821743095.37,1100114691.75,2.98
603800.XSHG,52.8181,8.1503,4194278583.83,12550752.12,1.35
603801.XSHG,12.8186,2.418,6048871913.32,169984684.94,5.78
603803.XSHG,-89.1654,1.8811,3001370410.35,-36464527.7,-1.92
603806.XSHG,30.6503,3.0956,21949942501.68,546012578.83,3.67
603808.XSHG,44.9985,1.1529,4588416305.52,37971755.64,0.91
603809.XSHG,23.8656,2.1941,5131823410.57,60225282.01,2.78
603810.XSHG,77.092,1.4182,2695738969.18,3319389.65,0.23
603811.XSHG,19.6195,2.9686,1833980462.2,23195533.53,2.06
603813.XSHG,-240.2822,2.5894,1259410012.04,-7620491.14,-1.13
603815.XSHG,27.5923,2.3072,10274247968.63,36954165.09,1.56
603816.XSHG,15.0605,3.0694,17670292150.8,578937018.94,6.05
603817.XSHG,19.7908,1.3115,5959038653.61,45316741.69,1.73
603818.XSHG,-9.5957,1.621,6917094817.96,-49477018.61,-2.49
603819.XSHG,-28.8566,4.3253,1574887319.68,2575026.9,0.7
603822.XSHG,-67.8266,1.983,3496857444.87,470815.92,-0.01
603823.XSHG,37.6209,1.8712,3389153133.23,30814422.8,1.23
603825.XSHG,-3.6875,2.1238,4190662067.84,-75083378.49,-4.87
603826.XSHG,380.3689,14.8452,4144664080.57,29145659.62,1.5
603829.XSHG,24.1981,2.8694,2330959936.27,47978426.43,3.21
603833.XSHG,14.097999999999999,2.4819999999999998,33207081385.89,1176477988.2,6.96
603836.XSHG,31.4819,2.1289,3679657794.84,16331187.67,0.86
603838.XSHG,-49.6368,2.2859,1065500101.3,-12607627.61,-1.24
603839.XSHG,-8.949,1.6748,2646727334.52,-1322050.06,0.12
603843.XSHG,-6.8614,1.6656,8857776259.71,-39571214.42,-2.28
603848.XSHG,21.9836,2.8395,2985708960.66,87933263.09,4.08
603855.XSHG,17.8546,3.8043,4348162353.88,108579871.84,6.19
603856.XSHG,19.7443,1.3439,3756139352.41,11356498.75,0.47
603858.XSHG,-10.052999999999999,1.5389,20618947644.56,147652567.93,1.48
603859.XSHG,24.6997,2.3564,3529384615.19,96095581.29,2.39
603860.XSHG,44.3718,2.8354,837673133.97,8108058.52,1.14
603861.XSHG,37.3945,1.5619,8878866532.01,5691830.43,0.17
603863.XSHG,-21.2384,9.5704,1511167050.81,-97481285.28,-12.62
603866.XSHG,20.1058,2.4668,6924705569.84,167621345.29,3.43
603867.XSHG,21.3542,2.9607,3749227447.22,77918940.53,3.13
603868.XSHG,24.228,6.5003,4349657725.0,218750604.65,6.68
603871.XSHG,11.4443,2.3986,6371579969.02,251834105.99,5.58
603876.XSHG,13.5898,1.7529,24137622518.49,116234928.82,1.86
603877.XSHG,33.4819,1.9078,7961933087.79,-41809898.76,-0.95
603878.XSHG,12.2808,1.5552,4330488092.76,88924680.69,3.33
603881.XSHG,63.8681,2.9360000000000004,7186199536.68,32986864.81,1.07
603882.XSHG,33.3133,3.4605,12163052448.98,284414090.16,3.51
603883.XSHG,19.6027,2.6222,21325004356.0,241779654.0,3.03
603885.XSHG,-460.3659,2.7986,44261857203.53,1077601511.97,11.78
603886.XSHG,16.2229,2.5992,3656123965.04,253677035.84,16.28
603887.XSHG,592.2449,1.1691,8266035214.69,689351.07,0.02
603888.XSHG,51.0146,3.9469,4760104347.21,34584346.71,1.05
603889.XSHG,12.908,1.6729,5678313269.5,104648103.75,3.15
603890.XSHG,-165.2918,1.9497,5695339468.51,18645089.7,0.96
603893.XSHG,268.302,8.9684,3457046964.76,52516613.18,1.8
603895.XSHG,-22.5951,5.8067,1741528028.37,-1331195.66,0.56
603896.XSHG,22.6717,3.2718,2977144207.8,49124978.29,2.42
603897.XSHG,28.0924,1.5842,6047016900.24,46788669.68,1.73
603898.XSHG,14.9441,1.1747,4361468226.23,93673082.51,3.17
603899.XSHG,24.1401,4.6667,13945939224.8,511462380.58,6.79
603900.XSHG,-35.3209,1.0554,2478748656.06,-25460597.12,-1.15
603901.XSHG,45.6181,2.3152,6973645228.92,30254034.84,1.24
603903.XSHG,18.8041,1.4839,4551562918.23,35290803.69,2.02
603906.XSHG,-10.3251,1.7758,17994183837.25,-89731961.61,-1.81
603908.XSHG,20.6167,4.3973,1187291465.76,13012933.19,2.33
603909.XSHG,49.2159,3.0988,2257022841.26,11687539.62,0.95
603912.XSHG,133.6259,2.6138,3200273404.89,2416084.37,0.13
603915.XSHG,28.053,3.135,4814658682.87,93913071.83,2.79
603916.XSHG,22.0876,1.0449,7780194644.6,64528539.04,1.06
603917.XSHG,46.8654,2.5425,1463213449.89,11953157.46,1.1
603918.XSHG,250.855,6.1725,1630933410.77,-2648149.01,-0.27
603919.XSHG,36.8258,3.8187,4188986631.93,17139214.78,0.56
603920.XSHG,19.1618,3.3048,6054110671.49,172396578.88,5.98
603922.XSHG,-69.729,3.3951,1436777495.37,-16281265.39,-1.63
603926.XSHG,30.6832,1.7475,2735326508.43,20279972.09,1.24
603927.XSHG,25.2901,5.9713,6636308928.56,160636795.72,5.54
603928.XSHG,29.2779,1.7873,1852845201.67,17409096.23,1.15
603929.XSHG,16.3418,3.7869,3096066019.89,154967049.4,12.14
603931.XSHG,34.846,3.6033,1616939890.01,44686814.13,3.2
603933.XSHG,68.286,2.5423,2296640206.16,2143838.23,0.14
603936.XSHG,1260.2126,1.28,8339301656.59,-15322305.03,-0.3
603937.XSHG,43.351000000000006,1.6538,2141280881.72,20004070.26,1.26
603938.XSHG,22.9619,2.8875,3251591544.87,-38273915.15,-1.31
603939.XSHG,28.0764,4.3094,21935278533.96,329406571.77,3.17
603948.XSHG,12.0777,1.9088,2527895119.64,71088949.36,3.74
603949.XSHG,66.8554,3.943,1087701596.66,17930643.46,1.81
603950.XSHG,23.8304,2.0357,4260676663.15,69149164.39,2.87
603955.XSHG,112.5061,1.2187,3084325993.02,991547.5,0.05
603956.XSHG,-64.1617,2.1736,3266403657.95,3491941.96,0.15
603958.XSHG,-37.2457,2.4684,995103078.54,-875141.06,-0.29
603960.XSHG,47.7374,3.7794,1236126139.79,13762118.82,1.34
603966.XSHG,15.9521,2.0148,3414496264.6,53756052.84,3.54
603967.XSHG,15.2167,1.6137,3577195568.54,66805240.84,2.67
603968.XSHG,20.621,1.4669999999999999,3655332847.73,-24269993.11,-1.16
603969.XSHG,40.7248,2.3455,3346867336.52,36291553.56,1.49
603970.XSHG,18.4888,2.9332,6564287094.59,33974242.84,2.12
603976.XSHG,51.2918,2.5117,2080794402.06,5148828.22,0.43
603977.XSHG,38.3123,2.1262,5181405319.74,106485277.4,3.26
603978.XSHG,-20.4464,1.7727,3513394706.98,-15921870.86,-0.95
603979.XSHG,25.8978,3.3532,13578858284.57,307332916.99,4.5
603980.XSHG,-14.2312,0.8059,4757182941.61,-28004165.74,-0.59
603982.XSHG,-7.8912,1.6196,6746199550.29,-145307416.43,-5.67
603983.XSHG,44.4439,3.1068,4051795017.69,43164062.6,1.33
603985.XSHG,113.8618,3.1871,4743341004.61,2702975.39,0.08
603986.XSHG,156.2535,3.9656,16972802873.18,97693933.5,0.63
603987.XSHG,17.3511,1.7991,4098347254.86,62512941.01,2.3
603988.XSHG,107.6016,4.2055,1077554696.72,2786338.71,0.43
603989.XSHG,20.1059,2.4939,5587317595.46,125776788.85,3.68
603990.XSHG,-52.1313,3.1198,3576943119.18,-32230030.77,-2.67
603991.XSHG,-163.77700000000002,11.9601,605432874.5,-3543262.96,-1.55
603992.XSHG,21.6292,3.0707,4393711506.5,198811482.13,7.95
603993.XSHG,35.0535,2.103,184682980181.04,1658713843.8,3.25
603995.XSHG,16.2322,1.423,12458089989.12,146988433.54,1.9
603997.XSHG,-13.0808,3.9487,16753056371.57,75052289.7,1.85
603998.XSHG,28.6218,3.3873,3104442212.01,34550784.63,2.5
603999.XSHG,43.495,2.0746,2475194915.47,36050244.4,1.9
605001.XSHG,-48.037,1.0737,4576598471.44,-23530367.01,-0.98
605003.XSHG,32.196,1.9003,1459155871.6,18017411.19,1.59
605005.XSHG,30.7791,4.1585,2151632723.69,67781445.98,4.08
605006.XSHG,20.9534,1.5698,5725631226.22,-12238636.3,-0.44
605007.XSHG,67.4286,2.8047,7074484402.46,119774642.42,5.4
605008.XSHG,104.9683,4.85,4400888761.02,19092471.61,0.91
605009.XSHG,12.5887,1.9245,4612979538.99,110420306.08,3.57
605011.XSHG,48.0442,4.6965,3771034344.88,73106066.98,2.6
605016.XSHG,40.5151,4.8456,1654564488.78,50239853.54,3.51
605018.XSHG,52.2002,1.9639,3320817249.7,33064297.0,1.25
605020.XSHG,40.4565,3.9207,6376613264.95,52058679.46,2.01
605028.XSHG,14.8861,2.4242,1440964148.57,43049853.72,3.49
605033.XSHG,23.4468,2.1537,1426732765.33,-3419910.71,-0.3
605050.XSHG,15.7209,1.4867,6745426352.35,118426454.39,2.86
605055.XSHG,-307.1586,2.7733,2275776513.5,15961268.67,1.46
605056.XSHG,40.7188,4.3145,2430061449.45,26731915.7,1.83
605058.XSHG,27.6687,2.0493,2325166597.96,36866457.82,2.33
605060.XSHG,16.5945,2.0517,2523172663.44,67241207.55,3.13
605066.XSHG,37.6989,2.0478,3293347753.08,43634456.05,2.43
605068.XSHG,43.7301,2.1257,3349540173.5,22456334.11,1.21
605069.XSHG,-4.2846,1.6041,3850063815.87,-23637865.86,-1.64
605077.XSHG,14.958,1.8174,4698937347.93,89958857.71,3.26
605080.XSHG,20.3357,1.5852,2135220548.69,12686054.83,0.7
605081.XSHG,-6.6794,1.0204,1844705237.33,-38531641.55,-2.47
605086.XSHG,32.0094,3.0697,1238704754.24,36374122.02,3.19
605088.XSHG,13.7367,2.0613,4181375910.74,77806902.71,3.96
605089.XSHG,36.0252,4.0634,1380791559.89,32528940.73,2.66
605090.XSHG,13.6455,2.3401,15114919705.53,425561606.17,5.56
605098.XSHG,25.6575,5.0634,1917170825.01,55840838.02,6.02
605099.XSHG,18.1304,3.3384,3026927062.9,125834647.23,5.3
605100.XSHG,45.0694,1.4814,2402493219.95,11114216.98,0.61
605108.XSHG,37.9021,3.6478,3693676730.73,57440199.91,2.68
605111.XSHG,36.1135,3.1629,4189239794.19,66466002.87,1.91
605116.XSHG,40.8016,5.6127,2366485044.01,135879515.88,7.6
605117.XSHG,16.7177,6.9986,10310450123.66,304659706.97,6.12
605118.XSHG,73.5486,6.9178,1585116989.87,43011973.56,3.08
605122.XSHG,-19.4297,1.2564,4593321350.12,14477001.94,0.57
605123.XSHG,19.8065,2.6171,6791047439.54,125142204.67,3.01
605128.XSHG,63.1476,4.1442,2300466450.76,31299547.66,2.73
605133.XSHG,32.6207,1.9686,4117952987.39,44544104.45,1.61
605136.XSHG,-26.0127,1.6216,2727726222.08,-27684760.87,-1.14
605138.XSHG,22.6462,1.6774,7435231070.04,2192961.04,0.08
605151.XSHG,22.6989,1.9086,2029045943.65,41867844.44,2.86
605155.XSHG,22.9254,1.7643,1281227622.67,26221608.46,2.33
605158.XSHG,15.8029,1.6671,5356988459.46,74257010.63,3.24
605162.XSHG,34.6551,3.2273,1633998431.37,39249628.71,3.38
605166.XSHG,16.6377,1.9125,4901164927.27,56822781.57,3.04
605167.XSHG,18.8673,2.6605,2820527319.8,69450114.91,4.44
605168.XSHG,12.4223,3.4555,5096316312.48,101904445.52,3.87
605169.XSHG,25.6288,1.8011,2500421796.03,64825188.3,3.63
605177.XSHG,23.3337,1.6044,3382713418.7,30951414.14,1.58
605178.XSHG,-13.027000000000001,1.6407,2106157544.89,-49395321.68,-2.91
605179.XSHG,-199.2113,5.3366,2701044111.36,10306188.76,0.93
605180.XSHG,69.3755,2.1418,1125980771.51,7160800.19,0.65
605183.XSHG,16.3137,2.1287,3267433048.13,113335976.04,4.03
605186.XSHG,54.5475,5.3213,1300279180.23,18064493.09,1.71
605188.XSHG,413.4327,3.7949,2801366558.28,-6712358.66,-0.6
605189.XSHG,25.6262,1.4499,3734709025.58,28596124.26,1.64
605196.XSHG,10.4209,1.4159,5816564326.0,81555070.83,2.97
605198.XSHG,35.7812,3.2215,2681663167.76,50725609.06,2.02
605199.XSHG,66.4377,5.5576,2651747886.21,19629616.27,1.49
605208.XSHG,52.286,1.4939,3457976671.03,25573277.48,1.23
605218.XSHG,65.3198,4.4708,1748061989.94,29281723.5,2.38
605222.XSHG,17.3761,1.8227,13657558208.48,157990926.99,3.51
605228.XSHG,162.7602,3.3459,2838288999.31,12592985.46,0.82
605255.XSHG,89.7207,2.8156,888631068.9,6705375.02,0.81
605258.XSHG,57.4887,2.1081,1433805045.0,6070266.08,0.55
605259.XSHG,13.2471,1.8145,1991549581.7,42967262.29,2.83
605266.XSHG,17.1703,2.8074,9419857456.1,121488810.1,4.51
605268.XSHG,104.4243,2.5754,4014263371.26,45984115.81,2.85
605277.XSHG,29.0777,3.0362,2846722091.18,28246776.25,2.2
605286.XSHG,29.4306,2.9476,3431446093.93,90906706.41,4.01
605287.XSHG,11.4011,1.2785,10803395471.67,40835301.72,2.14
605288.XSHG,35.5839,1.5384,2667679716.25,38565942.38,1.81
605289.XSHG,120.9147,4.7974,1941929946.6,38980284.78,3.08
605296.XSHG,2528.0339,3.688,5631786633.99,46723760.19,1.08
605298.XSHG,76.5209,2.3318,1214312283.11,-3752892.71,-0.35
605299.XSHG,39.6295,3.2804,1806302143.86,13659021.73,1.11
605300.XSHG,24.0064,2.8591,3390209534.67,69738640.39,3.27
605303.XSHG,-7.5778,1.5385,2627985281.26,-43041885.61,-3.26
605305.XSHG,34.6126,2.2068,2667528474.91,36780130.7,1.66
605318.XSHG,131.3378,2.5848,1175557098.57,9506704.82,1.22
605319.XSHG,40.9892,2.7817,4328966069.29,76106726.15,3.66
605333.XSHG,5411.1843,5.9333,4878770382.42,18306435.15,1.26
605336.XSHG,13.5751,1.4186,2229664273.23,25457339.48,1.33
605337.XSHG,21.7976,3.042,3093002103.07,54530557.97,2.96
605338.XSHG,22.1022,2.5016,2772989584.27,73758989.7,3.44
605339.XSHG,52.4669,2.465,4089838618.93,31827451.85,0.98
605358.XSHG,79.9864,2.3577,18311725202.33,-5067943.02,0.15
605365.XSHG,34.772,2.7409,5964779378.84,148673966.04,4.44
605366.XSHG,59.1606,2.5691,3110589100.14,22277468.36,1.14
605368.XSHG,12.3524,2.0395,6621530534.93,166219500.89,4.51
605369.XSHG,59.388000000000005,3.8883,1878316564.83,27294276.78,1.68
605376.XSHG,237.9053,4.5442,2092242667.66,-4018281.84,-0.25
605377.XSHG,11.8865,1.6514,6230550884.1,160611781.3,4.28
605378.XSHG,33.2129,2.8169,1559557737.19,39215177.88,3.33
605388.XSHG,67.2049,2.7489,2362918138.4,36553591.9,1.79
605389.XSHG,35.1803,1.8489,2525997259.63,23414268.44,1.11
605398.XSHG,60.1097,3.3160000000000003,1214471688.54,8004080.67,0.77
605399.XSHG,27.1579,1.9444,2779344449.98,4962257.92,0.23
605488.XSHG,42.2477,2.8863,2814435188.7,15199765.36,1.46
605499.XSHG,37.8148,12.2167,14629982708.05,547480605.25,9.6
605500.XSHG,26.9246,1.3741,2961444870.45,48906146.97,2.06
605507.XSHG,14.2441,1.3426,9779405912.97,130799376.46,1.82
605555.XSHG,28.4533,3.177,4290004028.95,91886129.74,3.48
605566.XSHG,182.7737,1.6575,2691584543.65,13822867.75,0.71
605567.XSHG,112.3759,2.2495,2171092231.87,7260672.9,0.64
605577.XSHG,18.7749,2.7786,5481161610.66,229346192.82,6.34
605580.XSHG,22.9269,3.7602,1289465234.51,40464223.98,4.93
605588.XSHG,60.2441,3.6347,1721174998.27,18337366.76,1.77
605589.XSHG,24.8075,1.9887,12491062005.52,171346043.21,1.93
605598.XSHG,40.3594,3.8379,2120489661.88,38037966.65,2.24
605599.XSHG,16.6387,3.1739,6186177521.43,179537785.24,5.03
688001.XSHG,71.139,4.0622,5464324381.96,60389067.73,1.57
688002.XSHG,38.1944,4.4141,8459165504.84,117347658.91,2.8
688003.XSHG,44.1728,4.1651,3120816444.4,36797036.57,2.15
688004.XSHG,-55.9309,2.4382,752748900.34,-10287114.45,-1.5
688005.XSHG,18.3371,2.1797,24825262159.78,248551315.01,2.95
688006.XSHG,17.189,2.7693,10401548270.97,238115267.89,4.77
688007.XSHG,76.3646,4.2262,4305528862.78,35347455.98,1.93
688008.XSHG,125.2619,6.6121,10619712403.47,152045965.65,1.5
688009.XSHG,12.8896,1.0721,117288273835.02,842573418.66,1.63
688010.XSHG,-145.2388,2.2077,2554671446.42,-32395698.79,-1.85
688011.XSHG,-45.7637,2.0305,1334105534.77,-7621845.9,-0.61
688012.XSHG,61.9013,5.6183,20515011656.68,156389502.17,0.93
688013.XSHG,38.4677,3.1019,587326520.91,6522312.23,1.2
688015.XSHG,26.3999,1.4463,5452408723.27,17764480.09,0.57
688016.XSHG,36.2292,8.2376,2279267950.44,107481204.96,5.74
688017.XSHG,259.4284,12.9476,2771550399.74,22422325.14,1.1
688018.XSHG,82.6408,4.3118,2201908794.01,22598779.5,1.17
688019.XSHG,38.575,7.8177,2433720968.42,80410173.87,4.07
688020.XSHG,-58.6647,2.602,1937384293.87,-7528757.41,-0.59
688021.XSHG,407.5755,1.7154,1540249088.63,-8421703.12,-0.83
688022.XSHG,237.3513,1.9792,4048918083.63,-32921087.67,-1.4
688023.XSHG,-26.3701,3.4838,4613213930.2,-128857210.5,-4.95
688025.XSHG,80.3127,4.5439,2484079295.46,34811180.38,1.82
688026.XSHG,150.5443,2.3877,1599023711.62,11100332.09,0.97
688027.XSHG,-98.7483,6.5491,1813122685.32,-38278361.45,-2.35
688028.XSHG,36.9174,2.0183,2084812405.47,36877068.33,1.96
688029.XSHG,37.0975,5.1784,4189719391.61,124061876.62,3.54
688030.XSHG,-11.3875,3.1953,1884485639.34,-56815953.68,-5.15
688031.XSHG,-24.9988,5.3599,1687941759.61,-79548620.91,-5.28
688032.XSHG,38.3966,3.5079,7153057610.9,66149955.44,1.05
688033.XSHG,32.5713,1.7812,8238565212.47,120819631.37,1.98
688035.XSHG,61.19,3.3731,2575085240.31,32517545.38,1.5
688036.XSHG,27.1608,6.0013,46243713833.19,1808824767.81,10.1
688037.XSHG,66.4225,7.9436,4194128491.75,84551975.0,3.72
688038.XSHG,-52.6257,2.3895,1318521293.04,-12131633.64,-1.71
688039.XSHG,-26.3985,3.0326,1673544889.44,-37746382.52,-2.74
688041.XSHG,156.6672,9.1406,23762039730.09,324952870.53,1.25
688045.XSHG,-255.52,2.1605,1483489510.73,-20924363.21,-1.14
688046.XSHG,53.5656,3.9664,2478090797.03,40145535.94,1.95
688047.XSHG,-194.3721,12.0065,4315435039.41,-103113069.59,-2.75
688048.XSHG,5468.9968,3.4819999999999998,3443779474.84,-11728353.56,-0.37
688049.XSHG,89.2805,2.5904,1869252620.96,22223290.17,1.25
688050.XSHG,63.0962,8.7214,2501579781.01,85021754.85,4.37
688051.XSHG,-8.7157,2.7430000000000003,1311375890.96,-30063644.83,-3.07
688052.XSHG,-98.1482,3.7819,6839934709.76,-119258005.87,-1.86
688053.XSHG,76.7204,2.9361,1844268230.18,11888365.0,0.67
688055.XSHG,-66.4337,3.5746,7547114276.13,-46005827.44,-1.01
688056.XSHG,61.2875,2.6537,992682606.38,3832365.41,0.45
688057.XSHG,16.424,1.2707,3479028205.63,37202666.88,1.22
688058.XSHG,-433.5046,3.1293,932216732.79,-4497630.85,-0.35
688059.XSHG,29.5837,4.4898,2086382469.12,43276634.65,3.71
688060.XSHG,242.2149,2.8908,1085350453.44,-3056018.72,-0.24
688061.XSHG,-170.1163,1.8130000000000002,2693733739.16,-7243064.63,-0.29
688062.XSHG,-13.9546,4.4697,4450532150.65,-260676721.19,-8.54
688063.XSHG,14.5141,1.9243,12491257128.04,-38310279.77,-0.39
688065.XSHG,84.1906,2.8798,18797751335.75,88875724.46,0.65
688066.XSHG,78.5327,4.2521,6314635725.94,-51382782.41,-1.9
688067.XSHG,88.8903,3.2882,547040574.6,14763716.87,3.04
688068.XSHG,-36.9908,1.1137,3604263315.16,-29460531.84,-0.89
688069.XSHG,-122.0414,1.6177,1679570815.83,-13015213.99,-0.91
688070.XSHG,-71.6441,4.646,1009204820.93,-17962142.0,-2.74
688071.XSHG,245.7325,3.8739,1994801447.92,7942180.66,0.79
688072.XSHG,107.6607,10.6152,8792929324.91,144015567.64,3.68
688073.XSHG,31.2614,2.4214,2414261322.99,29064602.26,1.43
688075.XSHG,51.5304,0.9929,5881883494.58,19861482.12,0.39
688076.XSHG,57.1671,4.8613,2913220614.97,50488128.32,2.57
688077.XSHG,-105.46600000000001,2.4492,2348938341.21,1956188.21,0.33
688078.XSHG,31.2844,4.1628,849203360.85,25561624.24,3.75
688079.XSHG,-103.0308,3.6029,2138827292.1,-35293098.32,-2.27
688080.XSHG,33.6581,3.3437,1025274875.18,22193364.17,2.53
688081.XSHG,-22.1681,3.1737,623687063.87,-19266412.05,-3.3
688082.XSHG,50.5323,7.3944,9088536632.62,233178830.52,3.88
688083.XSHG,409.5635,4.5644,3097443492.02,2072186.74,0.2
688084.XSHG,223.2887,3.3921,1869899506.86,-2364468.88,-0.09
688085.XSHG,36.567,2.5676,2163329553.12,4673825.82,0.18
688087.XSHG,25.631,2.0408,3792834107.01,37103104.91,1.69
688088.XSHG,193.4324,6.252999999999999,3054639977.28,31609073.01,1.2
688089.XSHG,64.2081,2.0669,1555757829.96,24352036.68,1.77
688090.XSHG,-36.8031,2.5044,1578847789.82,8762083.99,0.96
688091.XSHG,59.8285,7.0971,1516346470.11,26514257.6,1.88
688092.XSHG,32.3727,3.1698,690394493.4,21543719.73,3.82
688093.XSHG,24.1288,2.5771,2013904454.76,75162233.62,4.13
688095.XSHG,-89.9739,2.4522,3024332866.13,-13870600.31,-0.53
688096.XSHG,35.6566,1.7353,1764161480.05,8552673.1,0.99
688097.XSHG,37.7928,3.7844,7810543020.71,135447044.93,3.56
688098.XSHG,118.7769,2.0444,1611375470.59,26552235.68,1.83
688099.XSHG,72.4022,4.779,6378339811.51,129043047.49,2.41
688100.XSHG,31.2749,5.2443,4172721122.89,131897425.31,4.83
688101.XSHG,21.6526,1.2047,5396499987.14,71404683.08,1.89
688102.XSHG,83.8602,7.1689,1637115897.83,16634839.85,1.55
688103.XSHG,59.8725,4.3967,1966727574.74,23987614.34,2.19
688105.XSHG,-55.2371,3.1884,5712139569.82,4272897.38,0.12
688106.XSHG,36.7533,3.9438,6359836947.6,102012866.21,3.23
688107.XSHG,-105.604,9.7194,1809592352.6,-57491420.63,-3.73
688108.XSHG,-54.0511,6.2886,1104935849.17,-12438440.99,-1.48
688109.XSHG,-125.4052,2.8316,854368675.1,-1469597.51,-0.18
688110.XSHG,-65.6411,4.1128,4065331213.98,-69685119.54,-1.9
688111.XSHG,121.9007,15.4206,12844687150.37,291580278.94,3.16
